Pathway1,Pathway2,Edge_Type
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_PPARA_PATHWAY,STRING_900
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,STRING_900
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_ATM_PATHWAY,STRING_900
BIOCARTA_LIS1_PATHWAY,BIOCARTA_REELIN_PATHWAY,STRING_900
BIOCARTA_LIS1_PATHWAY,BIOCARTA_RACCYCD_PATHWAY,STRING_900
BIOCARTA_LIS1_PATHWAY,BIOCARTA_RAS_PATHWAY,STRING_900
BIOCARTA_LIS1_PATHWAY,BIOCARTA_RAC1_PATHWAY,STRING_900
BIOCARTA_LIS1_PATHWAY,BIOCARTA_PTDINS_PATHWAY,STRING_900
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_PTEN_PATHWAY,STRING_900
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_TFF_PATHWAY,STRING_900
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_AKT_PATHWAY,STRING_900
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_INSULIN_PATHWAY,STRING_900
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_GLEEVEC_PATHWAY,STRING_900
BIOCARTA_LYM_PATHWAY,BIOCARTA_LYMPHOCYTE_PATHWAY,STRING_900
BIOCARTA_LYM_PATHWAY,BIOCARTA_NEUTROPHIL_PATHWAY,STRING_900
BIOCARTA_LYM_PATHWAY,BIOCARTA_MONOCYTE_PATHWAY,STRING_900
BIOCARTA_LYM_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,STRING_900
BIOCARTA_LYM_PATHWAY,BIOCARTA_LAIR_PATHWAY,STRING_900
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_MONOCYTE_PATHWAY,STRING_900
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_NEUTROPHIL_PATHWAY,STRING_900
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_LYM_PATHWAY,STRING_900
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,STRING_900
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_LAIR_PATHWAY,STRING_900
BIOCARTA_MAL_PATHWAY,BIOCARTA_ECM_PATHWAY,STRING_900
BIOCARTA_MAL_PATHWAY,BIOCARTA_RAC1_PATHWAY,STRING_900
BIOCARTA_MAL_PATHWAY,BIOCARTA_RAS_PATHWAY,STRING_900
BIOCARTA_MAL_PATHWAY,BIOCARTA_PYK2_PATHWAY,STRING_900
BIOCARTA_MAL_PATHWAY,BIOCARTA_INTEGRIN_PATHWAY,STRING_900
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_KREB_PATHWAY,STRING_900
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_ETC_PATHWAY,STRING_900
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_PPARG_PATHWAY,STRING_900
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_PPARA_PATHWAY,STRING_900
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_LDL_PATHWAY,STRING_900
BIOCARTA_MAPK_PATHWAY,BIOCARTA_P38MAPK_PATHWAY,STRING_900
BIOCARTA_MAPK_PATHWAY,BIOCARTA_KERATINOCYTE_PATHWAY,STRING_900
BIOCARTA_MAPK_PATHWAY,BIOCARTA_HCMV_PATHWAY,STRING_900
BIOCARTA_MAPK_PATHWAY,BIOCARTA_TOLL_PATHWAY,STRING_900
BIOCARTA_MAPK_PATHWAY,BIOCARTA_NTHI_PATHWAY,STRING_900
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_INTEGRIN_PATHWAY,STRING_900
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_CREB_PATHWAY,STRING_900
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_ECM_PATHWAY,STRING_900
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,STRING_900
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_UCALPAIN_PATHWAY,STRING_900
BIOCARTA_MCM_PATHWAY,BIOCARTA_SKP2E2F_PATHWAY,STRING_900
BIOCARTA_MCM_PATHWAY,BIOCARTA_FBW7_PATHWAY,STRING_900
BIOCARTA_MCM_PATHWAY,BIOCARTA_RB_PATHWAY,STRING_900
BIOCARTA_MCM_PATHWAY,BIOCARTA_G2_PATHWAY,STRING_900
BIOCARTA_MCM_PATHWAY,BIOCARTA_G1_PATHWAY,STRING_900
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_CALCINEURIN_PATHWAY,STRING_900
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_HDAC_PATHWAY,STRING_900
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_VIP_PATHWAY,STRING_900
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_PGC1A_PATHWAY,STRING_900
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_GPCR_PATHWAY,STRING_900
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_PDGF_PATHWAY,STRING_900
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_CREB_PATHWAY,STRING_900
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_PELP1_PATHWAY,STRING_900
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_ERK5_PATHWAY,STRING_900
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_EPO_PATHWAY,STRING_900
BIOCARTA_MET_PATHWAY,BIOCARTA_GLEEVEC_PATHWAY,STRING_900
BIOCARTA_MET_PATHWAY,BIOCARTA_IGF1_PATHWAY,STRING_900
BIOCARTA_MET_PATHWAY,BIOCARTA_INSULIN_PATHWAY,STRING_900
BIOCARTA_MET_PATHWAY,BIOCARTA_PDGF_PATHWAY,STRING_900
BIOCARTA_MET_PATHWAY,BIOCARTA_NGF_PATHWAY,STRING_900
BIOCARTA_MHC_PATHWAY,BIOCARTA_NKCELLS_PATHWAY,STRING_900
BIOCARTA_MHC_PATHWAY,BIOCARTA_CTL_PATHWAY,STRING_900
BIOCARTA_MHC_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,STRING_900
BIOCARTA_MHC_PATHWAY,BIOCARTA_CSK_PATHWAY,STRING_900
BIOCARTA_MHC_PATHWAY,BIOCARTA_ASBCELL_PATHWAY,STRING_900
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_CHEMICAL_PATHWAY,STRING_900
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_CASPASE_PATHWAY,STRING_900
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_DEATH_PATHWAY,STRING_900
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_HIVNEF_PATHWAY,STRING_900
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_D4GDI_PATHWAY,STRING_900
BIOCARTA_MITR_PATHWAY,BIOCARTA_HDAC_PATHWAY,STRING_900
BIOCARTA_MITR_PATHWAY,BIOCARTA_PGC1A_PATHWAY,STRING_900
BIOCARTA_MITR_PATHWAY,BIOCARTA_MEF2D_PATHWAY,STRING_900
BIOCARTA_MITR_PATHWAY,BIOCARTA_FMLP_PATHWAY,STRING_900
BIOCARTA_MITR_PATHWAY,BIOCARTA_BCR_PATHWAY,STRING_900
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_NEUTROPHIL_PATHWAY,STRING_900
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_LYMPHOCYTE_PATHWAY,STRING_900
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_LYM_PATHWAY,STRING_900
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,STRING_900
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_LAIR_PATHWAY,STRING_900
BIOCARTA_MPR_PATHWAY,BIOCARTA_CREB_PATHWAY,STRING_900
BIOCARTA_MPR_PATHWAY,BIOCARTA_IGF1R_PATHWAY,STRING_900
BIOCARTA_MPR_PATHWAY,BIOCARTA_BAD_PATHWAY,STRING_900
BIOCARTA_MPR_PATHWAY,BIOCARTA_AGPCR_PATHWAY,STRING_900
BIOCARTA_MPR_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,STRING_900
BIOCARTA_MRP_PATHWAY,BIOCARTA_NUCLEARRS_PATHWAY,STRING_900
BIOCARTA_MRP_PATHWAY,BIOCARTA_FXR_PATHWAY,STRING_900
BIOCARTA_MRP_PATHWAY,BIOCARTA_PPARA_PATHWAY,STRING_900
BIOCARTA_MRP_PATHWAY,BIOCARTA_PPARG_PATHWAY,STRING_900
BIOCARTA_MRP_PATHWAY,BIOCARTA_PELP1_PATHWAY,STRING_900
BIOCARTA_MSP_PATHWAY,BIOCARTA_DC_PATHWAY,STRING_900
BIOCARTA_MSP_PATHWAY,BIOCARTA_NKT_PATHWAY,STRING_900
BIOCARTA_MSP_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,STRING_900
BIOCARTA_MSP_PATHWAY,BIOCARTA_INFLAM_PATHWAY,STRING_900
BIOCARTA_MSP_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,STRING_900
BIOCARTA_MTA3_PATHWAY,BIOCARTA_CARM_ER_PATHWAY,STRING_900
BIOCARTA_MTA3_PATHWAY,BIOCARTA_PELP1_PATHWAY,STRING_900
BIOCARTA_MTA3_PATHWAY,BIOCARTA_GCR_PATHWAY,STRING_900
BIOCARTA_MTA3_PATHWAY,BIOCARTA_ARF_PATHWAY,STRING_900
BIOCARTA_MTA3_PATHWAY,BIOCARTA_TERT_PATHWAY,STRING_900
BIOCARTA_MTOR_PATHWAY,BIOCARTA_EIF4_PATHWAY,STRING_900
BIOCARTA_MTOR_PATHWAY,BIOCARTA_IGF1MTOR_PATHWAY,STRING_900
BIOCARTA_MTOR_PATHWAY,BIOCARTA_BCELLSURVIVAL_PATHWAY,STRING_900
BIOCARTA_MTOR_PATHWAY,BIOCARTA_VEGF_PATHWAY,STRING_900
BIOCARTA_MTOR_PATHWAY,BIOCARTA_PTEN_PATHWAY,STRING_900
BIOCARTA_MYOSIN_PATHWAY,BIOCARTA_PAR1_PATHWAY,STRING_900
BIOCARTA_MYOSIN_PATHWAY,BIOCARTA_CCR3_PATHWAY,STRING_900
BIOCARTA_MYOSIN_PATHWAY,BIOCARTA_RHO_PATHWAY,STRING_900
BIOCARTA_MYOSIN_PATHWAY,BIOCARTA_CXCR4_PATHWAY,STRING_900
BIOCARTA_MYOSIN_PATHWAY,BIOCARTA_ECM_PATHWAY,STRING_900
BIOCARTA_NDKDYNAMIN_PATHWAY,BIOCARTA_CALCINEURIN_PATHWAY,STRING_900
BIOCARTA_NDKDYNAMIN_PATHWAY,BIOCARTA_MEF2D_PATHWAY,STRING_900
BIOCARTA_NDKDYNAMIN_PATHWAY,BIOCARTA_HDAC_PATHWAY,STRING_900
BIOCARTA_NDKDYNAMIN_PATHWAY,BIOCARTA_PGC1A_PATHWAY,STRING_900
BIOCARTA_NDKDYNAMIN_PATHWAY,BIOCARTA_GPCR_PATHWAY,STRING_900
BIOCARTA_NEUTROPHIL_PATHWAY,BIOCARTA_MONOCYTE_PATHWAY,STRING_900
BIOCARTA_NEUTROPHIL_PATHWAY,BIOCARTA_LYMPHOCYTE_PATHWAY,STRING_900
BIOCARTA_NEUTROPHIL_PATHWAY,BIOCARTA_LYM_PATHWAY,STRING_900
BIOCARTA_NEUTROPHIL_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,STRING_900
BIOCARTA_NEUTROPHIL_PATHWAY,BIOCARTA_LAIR_PATHWAY,STRING_900
BIOCARTA_NFAT_PATHWAY,BIOCARTA_GPCR_PATHWAY,STRING_900
BIOCARTA_NFAT_PATHWAY,BIOCARTA_VIP_PATHWAY,STRING_900
BIOCARTA_NFAT_PATHWAY,BIOCARTA_HDAC_PATHWAY,STRING_900
BIOCARTA_NFAT_PATHWAY,BIOCARTA_FMLP_PATHWAY,STRING_900
BIOCARTA_NFAT_PATHWAY,BIOCARTA_BCR_PATHWAY,STRING_900
BIOCARTA_NFKB_PATHWAY,BIOCARTA_RELA_PATHWAY,STRING_900
BIOCARTA_NFKB_PATHWAY,BIOCARTA_TNFR2_PATHWAY,STRING_900
BIOCARTA_NFKB_PATHWAY,BIOCARTA_CD40_PATHWAY,STRING_900
BIOCARTA_NFKB_PATHWAY,BIOCARTA_STRESS_PATHWAY,STRING_900
BIOCARTA_NFKB_PATHWAY,BIOCARTA_TOLL_PATHWAY,STRING_900
BIOCARTA_NGF_PATHWAY,BIOCARTA_IGF1_PATHWAY,STRING_900
BIOCARTA_NGF_PATHWAY,BIOCARTA_INSULIN_PATHWAY,STRING_900
BIOCARTA_NGF_PATHWAY,BIOCARTA_PDGF_PATHWAY,STRING_900
BIOCARTA_NGF_PATHWAY,BIOCARTA_TRKA_PATHWAY,STRING_900
BIOCARTA_NGF_PATHWAY,BIOCARTA_CDK5_PATHWAY,STRING_900
BIOCARTA_NKCELLS_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,STRING_900
BIOCARTA_NKCELLS_PATHWAY,BIOCARTA_CTL_PATHWAY,STRING_900
BIOCARTA_NKCELLS_PATHWAY,BIOCARTA_TCR_PATHWAY,STRING_900
BIOCARTA_NKCELLS_PATHWAY,BIOCARTA_IL2_PATHWAY,STRING_900
BIOCARTA_NKCELLS_PATHWAY,BIOCARTA_CTLA4_PATHWAY,STRING_900
BIOCARTA_NKT_PATHWAY,BIOCARTA_INFLAM_PATHWAY,STRING_900
BIOCARTA_NKT_PATHWAY,BIOCARTA_IL12_PATHWAY,STRING_900
BIOCARTA_NKT_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,STRING_900
BIOCARTA_NKT_PATHWAY,BIOCARTA_TPO_PATHWAY,STRING_900
BIOCARTA_NKT_PATHWAY,BIOCARTA_IL10_PATHWAY,STRING_900
BIOCARTA_NO1_PATHWAY,BIOCARTA_GCR_PATHWAY,STRING_900
BIOCARTA_NO1_PATHWAY,BIOCARTA_VIP_PATHWAY,STRING_900
BIOCARTA_NO1_PATHWAY,BIOCARTA_NFAT_PATHWAY,STRING_900
BIOCARTA_NO1_PATHWAY,BIOCARTA_GPCR_PATHWAY,STRING_900
BIOCARTA_NO1_PATHWAY,BIOCARTA_CREB_PATHWAY,STRING_900
BIOCARTA_NO2IL12_PATHWAY,BIOCARTA_IL12_PATHWAY,STRING_900
BIOCARTA_NO2IL12_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,STRING_900
BIOCARTA_NO2IL12_PATHWAY,BIOCARTA_NKT_PATHWAY,STRING_900
BIOCARTA_NO2IL12_PATHWAY,BIOCARTA_IL17_PATHWAY,STRING_900
BIOCARTA_NO2IL12_PATHWAY,BIOCARTA_TCAPOPTOSIS_PATHWAY,STRING_900
BIOCARTA_NOS1_PATHWAY,BIOCARTA_VIP_PATHWAY,STRING_900
BIOCARTA_NOS1_PATHWAY,BIOCARTA_GPCR_PATHWAY,STRING_900
BIOCARTA_NOS1_PATHWAY,BIOCARTA_CK1_PATHWAY,STRING_900
BIOCARTA_NOS1_PATHWAY,BIOCARTA_NO1_PATHWAY,STRING_900
BIOCARTA_NOS1_PATHWAY,BIOCARTA_NFAT_PATHWAY,STRING_900
BIOCARTA_NOTCH_PATHWAY,BIOCARTA_HES_PATHWAY,STRING_900
BIOCARTA_NOTCH_PATHWAY,BIOCARTA_PS1_PATHWAY,STRING_900
BIOCARTA_NOTCH_PATHWAY,BIOCARTA_ERBB4_PATHWAY,STRING_900
BIOCARTA_NOTCH_PATHWAY,BIOCARTA_GSK3_PATHWAY,STRING_900
BIOCARTA_NOTCH_PATHWAY,BIOCARTA_PTDINS_PATHWAY,STRING_900
BIOCARTA_NPC_PATHWAY,BIOCARTA_RAN_PATHWAY,STRING_900
BIOCARTA_NPC_PATHWAY,BIOCARTA_RANMS_PATHWAY,STRING_900
BIOCARTA_NPC_PATHWAY,BIOCARTA_RANBP2_PATHWAY,STRING_900
BIOCARTA_NPC_PATHWAY,BIOCARTA_DICER_PATHWAY,STRING_900
BIOCARTA_NPC_PATHWAY,BIOCARTA_EFP_PATHWAY,STRING_900
BIOCARTA_NPP1_PATHWAY,BIOCARTA_VITCB_PATHWAY,STRING_900
BIOCARTA_NPP1_PATHWAY,BIOCARTA_PLATELETAPP_PATHWAY,STRING_900
BIOCARTA_NPP1_PATHWAY,BIOCARTA_ACE2_PATHWAY,STRING_900
BIOCARTA_NPP1_PATHWAY,BIOCARTA_INTRINSIC_PATHWAY,STRING_900
BIOCARTA_NPP1_PATHWAY,BIOCARTA_AMI_PATHWAY,STRING_900
BIOCARTA_NTHI_PATHWAY,BIOCARTA_TOLL_PATHWAY,STRING_900
BIOCARTA_NTHI_PATHWAY,BIOCARTA_IL1R_PATHWAY,STRING_900
BIOCARTA_NTHI_PATHWAY,BIOCARTA_P38MAPK_PATHWAY,STRING_900
BIOCARTA_NTHI_PATHWAY,BIOCARTA_MAPK_PATHWAY,STRING_900
BIOCARTA_NTHI_PATHWAY,BIOCARTA_41BB_PATHWAY,STRING_900
BIOCARTA_NUCLEARRS_PATHWAY,BIOCARTA_PPARG_PATHWAY,STRING_900
BIOCARTA_NUCLEARRS_PATHWAY,BIOCARTA_VDR_PATHWAY,STRING_900
BIOCARTA_NUCLEARRS_PATHWAY,BIOCARTA_FXR_PATHWAY,STRING_900
BIOCARTA_NUCLEARRS_PATHWAY,BIOCARTA_PPARA_PATHWAY,STRING_900
BIOCARTA_NUCLEARRS_PATHWAY,BIOCARTA_MRP_PATHWAY,STRING_900
BIOCARTA_P27_PATHWAY,BIOCARTA_SKP2E2F_PATHWAY,STRING_900
BIOCARTA_P27_PATHWAY,BIOCARTA_FBW7_PATHWAY,STRING_900
BIOCARTA_P27_PATHWAY,BIOCARTA_G1_PATHWAY,STRING_900
BIOCARTA_P27_PATHWAY,BIOCARTA_CELLCYCLE_PATHWAY,STRING_900
BIOCARTA_P27_PATHWAY,BIOCARTA_RACCYCD_PATHWAY,STRING_900
BIOCARTA_P35ALZHEIMERS_PATHWAY,BIOCARTA_MCALPAIN_PATHWAY,STRING_900
BIOCARTA_P35ALZHEIMERS_PATHWAY,BIOCARTA_INTEGRIN_PATHWAY,STRING_900
BIOCARTA_P35ALZHEIMERS_PATHWAY,BIOCARTA_CDK5_PATHWAY,STRING_900
BIOCARTA_P35ALZHEIMERS_PATHWAY,BIOCARTA_REELIN_PATHWAY,STRING_900
BIOCARTA_P35ALZHEIMERS_PATHWAY,BIOCARTA_UCALPAIN_PATHWAY,STRING_900
BIOCARTA_P38MAPK_PATHWAY,BIOCARTA_MAPK_PATHWAY,STRING_900
BIOCARTA_P38MAPK_PATHWAY,BIOCARTA_KERATINOCYTE_PATHWAY,STRING_900
BIOCARTA_P38MAPK_PATHWAY,BIOCARTA_HCMV_PATHWAY,STRING_900
BIOCARTA_P38MAPK_PATHWAY,BIOCARTA_NTHI_PATHWAY,STRING_900
BIOCARTA_P38MAPK_PATHWAY,BIOCARTA_TOLL_PATHWAY,STRING_900
BIOCARTA_P53_PATHWAY,BIOCARTA_G1_PATHWAY,STRING_900
BIOCARTA_P53_PATHWAY,BIOCARTA_ATM_PATHWAY,STRING_900
BIOCARTA_P53_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,STRING_900
BIOCARTA_P53_PATHWAY,BIOCARTA_ARF_PATHWAY,STRING_900
BIOCARTA_P53_PATHWAY,BIOCARTA_CELLCYCLE_PATHWAY,STRING_900
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_ATM_PATHWAY,STRING_900
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_P53_PATHWAY,STRING_900
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_CHEMICAL_PATHWAY,STRING_900
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_PELP1_PATHWAY,STRING_900
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_PML_PATHWAY,STRING_900
BIOCARTA_PAR1_PATHWAY,BIOCARTA_MYOSIN_PATHWAY,STRING_900
BIOCARTA_PAR1_PATHWAY,BIOCARTA_CCR3_PATHWAY,STRING_900
BIOCARTA_PAR1_PATHWAY,BIOCARTA_CXCR4_PATHWAY,STRING_900
BIOCARTA_PAR1_PATHWAY,BIOCARTA_PLC_PATHWAY,STRING_900
BIOCARTA_PAR1_PATHWAY,BIOCARTA_SPPA_PATHWAY,STRING_900
BIOCARTA_PARKIN_PATHWAY,BIOCARTA_CTBP1_PATHWAY,STRING_900
BIOCARTA_PARKIN_PATHWAY,BIOCARTA_NTHI_PATHWAY,STRING_900
BIOCARTA_PARKIN_PATHWAY,BIOCARTA_PML_PATHWAY,STRING_900
BIOCARTA_PARKIN_PATHWAY,BIOCARTA_RNA_PATHWAY,STRING_900
BIOCARTA_PARKIN_PATHWAY,BIOCARTA_TOLL_PATHWAY,STRING_900
BIOCARTA_PCAF_PATHWAY,BIOCARTA_HSWI_SNF_PATHWAY,STRING_900
BIOCARTA_PCAF_PATHWAY,BIOCARTA_VDR_PATHWAY,STRING_900
BIOCARTA_PCAF_PATHWAY,BIOCARTA_NTHI_PATHWAY,STRING_900
BIOCARTA_PCAF_PATHWAY,BIOCARTA_RANKL_PATHWAY,STRING_900
BIOCARTA_PCAF_PATHWAY,BIOCARTA_PELP1_PATHWAY,STRING_900
BIOCARTA_PDGF_PATHWAY,BIOCARTA_EGF_PATHWAY,STRING_900
BIOCARTA_PDGF_PATHWAY,BIOCARTA_TPO_PATHWAY,STRING_900
BIOCARTA_PDGF_PATHWAY,BIOCARTA_GLEEVEC_PATHWAY,STRING_900
BIOCARTA_PDGF_PATHWAY,BIOCARTA_NGF_PATHWAY,STRING_900
BIOCARTA_PDGF_PATHWAY,BIOCARTA_INSULIN_PATHWAY,STRING_900
BIOCARTA_PDZS_PATHWAY,BIOCARTA_ECM_PATHWAY,STRING_900
BIOCARTA_PDZS_PATHWAY,BIOCARTA_INTEGRIN_PATHWAY,STRING_900
BIOCARTA_PDZS_PATHWAY,BIOCARTA_PYK2_PATHWAY,STRING_900
BIOCARTA_PDZS_PATHWAY,BIOCARTA_MET_PATHWAY,STRING_900
BIOCARTA_PDZS_PATHWAY,BIOCARTA_BARRESTIN_SRC_PATHWAY,STRING_900
BIOCARTA_PELP1_PATHWAY,BIOCARTA_PPARA_PATHWAY,STRING_900
BIOCARTA_PELP1_PATHWAY,BIOCARTA_CARM_ER_PATHWAY,STRING_900
BIOCARTA_PELP1_PATHWAY,BIOCARTA_GCR_PATHWAY,STRING_900
BIOCARTA_PELP1_PATHWAY,BIOCARTA_CDMAC_PATHWAY,STRING_900
BIOCARTA_PELP1_PATHWAY,BIOCARTA_HER2_PATHWAY,STRING_900
BIOCARTA_PEPI_PATHWAY,BIOCARTA_NGF_PATHWAY,STRING_900
BIOCARTA_PEPI_PATHWAY,BIOCARTA_CXCR4_PATHWAY,STRING_900
BIOCARTA_PEPI_PATHWAY,BIOCARTA_SPPA_PATHWAY,STRING_900
BIOCARTA_PEPI_PATHWAY,BIOCARTA_BARRESTIN_SRC_PATHWAY,STRING_900
BIOCARTA_PEPI_PATHWAY,BIOCARTA_TRKA_PATHWAY,STRING_900
BIOCARTA_PGC1A_PATHWAY,BIOCARTA_HDAC_PATHWAY,STRING_900
BIOCARTA_PGC1A_PATHWAY,BIOCARTA_CALCINEURIN_PATHWAY,STRING_900
BIOCARTA_PGC1A_PATHWAY,BIOCARTA_MEF2D_PATHWAY,STRING_900
BIOCARTA_PGC1A_PATHWAY,BIOCARTA_NFAT_PATHWAY,STRING_900
BIOCARTA_PGC1A_PATHWAY,BIOCARTA_VIP_PATHWAY,STRING_900
BIOCARTA_PITX2_PATHWAY,BIOCARTA_WNT_PATHWAY,STRING_900
BIOCARTA_PITX2_PATHWAY,BIOCARTA_PS1_PATHWAY,STRING_900
BIOCARTA_PITX2_PATHWAY,BIOCARTA_GSK3_PATHWAY,STRING_900
BIOCARTA_PITX2_PATHWAY,BIOCARTA_HES_PATHWAY,STRING_900
BIOCARTA_PITX2_PATHWAY,BIOCARTA_ARF_PATHWAY,STRING_900
BIOCARTA_PKC_PATHWAY,BIOCARTA_CDMAC_PATHWAY,STRING_900
BIOCARTA_PKC_PATHWAY,BIOCARTA_CXCR4_PATHWAY,STRING_900
BIOCARTA_PKC_PATHWAY,BIOCARTA_CARDIACEGF_PATHWAY,STRING_900
BIOCARTA_PKC_PATHWAY,BIOCARTA_PLC_PATHWAY,STRING_900
BIOCARTA_PKC_PATHWAY,BIOCARTA_SPPA_PATHWAY,STRING_900
BIOCARTA_PLATELETAPP_PATHWAY,BIOCARTA_AMI_PATHWAY,STRING_900
BIOCARTA_PLATELETAPP_PATHWAY,BIOCARTA_INTRINSIC_PATHWAY,STRING_900
BIOCARTA_PLATELETAPP_PATHWAY,BIOCARTA_VITCB_PATHWAY,STRING_900
BIOCARTA_PLATELETAPP_PATHWAY,BIOCARTA_ACE2_PATHWAY,STRING_900
BIOCARTA_PLATELETAPP_PATHWAY,BIOCARTA_FIBRINOLYSIS_PATHWAY,STRING_900
BIOCARTA_PLC_PATHWAY,BIOCARTA_CXCR4_PATHWAY,STRING_900
BIOCARTA_PLC_PATHWAY,BIOCARTA_PTDINS_PATHWAY,STRING_900
BIOCARTA_PLC_PATHWAY,BIOCARTA_CARDIACEGF_PATHWAY,STRING_900
BIOCARTA_PLC_PATHWAY,BIOCARTA_RAS_PATHWAY,STRING_900
BIOCARTA_PLC_PATHWAY,BIOCARTA_TRKA_PATHWAY,STRING_900
BIOCARTA_PLCD_PATHWAY,BIOCARTA_PAR1_PATHWAY,STRING_900
BIOCARTA_PLCD_PATHWAY,BIOCARTA_CXCR4_PATHWAY,STRING_900
BIOCARTA_PLCD_PATHWAY,BIOCARTA_ION_PATHWAY,STRING_900
BIOCARTA_PLCD_PATHWAY,BIOCARTA_PKC_PATHWAY,STRING_900
BIOCARTA_PLCD_PATHWAY,BIOCARTA_PLC_PATHWAY,STRING_900
BIOCARTA_PLCE_PATHWAY,BIOCARTA_AGPCR_PATHWAY,STRING_900
BIOCARTA_PLCE_PATHWAY,BIOCARTA_CFTR_PATHWAY,STRING_900
BIOCARTA_PLCE_PATHWAY,BIOCARTA_MPR_PATHWAY,STRING_900
BIOCARTA_PLCE_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,STRING_900
BIOCARTA_PLCE_PATHWAY,BIOCARTA_CREB_PATHWAY,STRING_900
BIOCARTA_PLK3_PATHWAY,BIOCARTA_G2_PATHWAY,STRING_900
BIOCARTA_PLK3_PATHWAY,BIOCARTA_RB_PATHWAY,STRING_900
BIOCARTA_PLK3_PATHWAY,BIOCARTA_ATM_PATHWAY,STRING_900
BIOCARTA_PLK3_PATHWAY,BIOCARTA_CDC25_PATHWAY,STRING_900
BIOCARTA_PLK3_PATHWAY,BIOCARTA_ATRBRCA_PATHWAY,STRING_900
BIOCARTA_PML_PATHWAY,BIOCARTA_KERATINOCYTE_PATHWAY,STRING_900
BIOCARTA_PML_PATHWAY,BIOCARTA_NTHI_PATHWAY,STRING_900
BIOCARTA_PML_PATHWAY,BIOCARTA_HIVNEF_PATHWAY,STRING_900
BIOCARTA_PML_PATHWAY,BIOCARTA_PELP1_PATHWAY,STRING_900
BIOCARTA_PML_PATHWAY,BIOCARTA_FAS_PATHWAY,STRING_900
BIOCARTA_PPARA_PATHWAY,BIOCARTA_PELP1_PATHWAY,STRING_900
