Pathway1,Pathway2,Edge_Type
BIOCARTA_GPCR_PATHWAY,BIOCARTA_CDK5_PATHWAY,RegNetwork
BIOCARTA_GPCR_PATHWAY,BIOCARTA_P38MAPK_PATHWAY,RegNetwork
BIOCARTA_GRANULOCYTES_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,RegNetwork
BIOCARTA_GRANULOCYTES_PATHWAY,BIOCARTA_LAIR_PATHWAY,RegNetwork
BIOCARTA_GRANULOCYTES_PATHWAY,BIOCARTA_INFLAM_PATHWAY,RegNetwork
BIOCARTA_GRANULOCYTES_PATHWAY,BIOCARTA_CHREBP_PATHWAY,RegNetwork
BIOCARTA_GRANULOCYTES_PATHWAY,BIOCARTA_AKAPCENTROSOME_PATHWAY,RegNetwork
BIOCARTA_GSK3_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_GSK3_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_GSK3_PATHWAY,BIOCARTA_AKT_PATHWAY,RegNetwork
BIOCARTA_GSK3_PATHWAY,BIOCARTA_CELL2CELL_PATHWAY,RegNetwork
BIOCARTA_GSK3_PATHWAY,BIOCARTA_HCMV_PATHWAY,RegNetwork
BIOCARTA_HBX_PATHWAY,BIOCARTA_AKAP95_PATHWAY,RegNetwork
BIOCARTA_HBX_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_HBX_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_HBX_PATHWAY,BIOCARTA_AKAPCENTROSOME_PATHWAY,RegNetwork
BIOCARTA_HBX_PATHWAY,BIOCARTA_SPRY_PATHWAY,RegNetwork
BIOCARTA_HCMV_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_HCMV_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_HCMV_PATHWAY,BIOCARTA_BAD_PATHWAY,RegNetwork
BIOCARTA_HCMV_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_HCMV_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_HDAC_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,RegNetwork
BIOCARTA_HDAC_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_HDAC_PATHWAY,BIOCARTA_NFAT_PATHWAY,RegNetwork
BIOCARTA_HDAC_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_HDAC_PATHWAY,BIOCARTA_BAD_PATHWAY,RegNetwork
BIOCARTA_HER2_PATHWAY,BIOCARTA_IL3_PATHWAY,RegNetwork
BIOCARTA_HER2_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_HER2_PATHWAY,BIOCARTA_IL6_PATHWAY,RegNetwork
BIOCARTA_HER2_PATHWAY,BIOCARTA_CDK5_PATHWAY,RegNetwork
BIOCARTA_HER2_PATHWAY,BIOCARTA_EPO_PATHWAY,RegNetwork
BIOCARTA_HES_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_HES_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_HES_PATHWAY,BIOCARTA_PS1_PATHWAY,RegNetwork
BIOCARTA_HES_PATHWAY,BIOCARTA_NUCLEARRS_PATHWAY,RegNetwork
BIOCARTA_HES_PATHWAY,BIOCARTA_NOTCH_PATHWAY,RegNetwork
BIOCARTA_HIF_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_HIF_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_HIF_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_HIF_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_HIF_PATHWAY,BIOCARTA_NFAT_PATHWAY,RegNetwork
BIOCARTA_HIVNEF_PATHWAY,BIOCARTA_CASPASE_PATHWAY,RegNetwork
BIOCARTA_HIVNEF_PATHWAY,BIOCARTA_KERATINOCYTE_PATHWAY,RegNetwork
BIOCARTA_HIVNEF_PATHWAY,BIOCARTA_41BB_PATHWAY,RegNetwork
BIOCARTA_HIVNEF_PATHWAY,BIOCARTA_IL1R_PATHWAY,RegNetwork
BIOCARTA_HIVNEF_PATHWAY,BIOCARTA_FAS_PATHWAY,RegNetwork
BIOCARTA_HSP27_PATHWAY,BIOCARTA_DEATH_PATHWAY,RegNetwork
BIOCARTA_HSP27_PATHWAY,BIOCARTA_CDK5_PATHWAY,RegNetwork
BIOCARTA_HSP27_PATHWAY,BIOCARTA_D4GDI_PATHWAY,RegNetwork
BIOCARTA_HSP27_PATHWAY,BIOCARTA_MAPK_PATHWAY,RegNetwork
BIOCARTA_HSP27_PATHWAY,BIOCARTA_P38MAPK_PATHWAY,RegNetwork
BIOCARTA_HSWI_SNF_PATHWAY,BIOCARTA_VDR_PATHWAY,RegNetwork
BIOCARTA_HSWI_SNF_PATHWAY,BIOCARTA_INFLAM_PATHWAY,RegNetwork
BIOCARTA_HSWI_SNF_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,RegNetwork
BIOCARTA_HSWI_SNF_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,RegNetwork
BIOCARTA_HSWI_SNF_PATHWAY,BIOCARTA_NOS1_PATHWAY,RegNetwork
BIOCARTA_IFNA_PATHWAY,BIOCARTA_INFLAM_PATHWAY,RegNetwork
BIOCARTA_IFNA_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,RegNetwork
BIOCARTA_IFNA_PATHWAY,BIOCARTA_RANKL_PATHWAY,RegNetwork
BIOCARTA_IFNA_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,RegNetwork
BIOCARTA_IFNA_PATHWAY,BIOCARTA_STAT3_PATHWAY,RegNetwork
BIOCARTA_IFNG_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,RegNetwork
BIOCARTA_IFNG_PATHWAY,BIOCARTA_INFLAM_PATHWAY,RegNetwork
BIOCARTA_IFNG_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,RegNetwork
BIOCARTA_IFNG_PATHWAY,BIOCARTA_EIF4_PATHWAY,RegNetwork
BIOCARTA_IFNG_PATHWAY,BIOCARTA_IFNA_PATHWAY,RegNetwork
BIOCARTA_IGF1_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_IGF1_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IGF1_PATHWAY,BIOCARTA_ERK_PATHWAY,RegNetwork
BIOCARTA_IGF1_PATHWAY,BIOCARTA_EPO_PATHWAY,RegNetwork
BIOCARTA_IGF1_PATHWAY,BIOCARTA_INSULIN_PATHWAY,RegNetwork
BIOCARTA_IGF1MTOR_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_IGF1MTOR_PATHWAY,BIOCARTA_CARDIACEGF_PATHWAY,RegNetwork
BIOCARTA_IGF1MTOR_PATHWAY,BIOCARTA_P38MAPK_PATHWAY,RegNetwork
BIOCARTA_IGF1MTOR_PATHWAY,BIOCARTA_EIF2_PATHWAY,RegNetwork
BIOCARTA_IGF1MTOR_PATHWAY,BIOCARTA_ERK_PATHWAY,RegNetwork
BIOCARTA_IGF1R_PATHWAY,BIOCARTA_ERK_PATHWAY,RegNetwork
BIOCARTA_IGF1R_PATHWAY,BIOCARTA_IL3_PATHWAY,RegNetwork
BIOCARTA_IGF1R_PATHWAY,BIOCARTA_IL6_PATHWAY,RegNetwork
BIOCARTA_IGF1R_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_IGF1R_PATHWAY,BIOCARTA_HCMV_PATHWAY,RegNetwork
BIOCARTA_IL10_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_IL10_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL10_PATHWAY,BIOCARTA_IL2RB_PATHWAY,RegNetwork
BIOCARTA_IL10_PATHWAY,BIOCARTA_AKAPCENTROSOME_PATHWAY,RegNetwork
BIOCARTA_IL10_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,RegNetwork
BIOCARTA_IL12_PATHWAY,BIOCARTA_D4GDI_PATHWAY,RegNetwork
BIOCARTA_IL12_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_IL12_PATHWAY,BIOCARTA_TSP1_PATHWAY,RegNetwork
BIOCARTA_IL12_PATHWAY,BIOCARTA_CDMAC_PATHWAY,RegNetwork
BIOCARTA_IL12_PATHWAY,BIOCARTA_IL3_PATHWAY,RegNetwork
BIOCARTA_IL17_PATHWAY,BIOCARTA_STEM_PATHWAY,RegNetwork
BIOCARTA_IL17_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_IL17_PATHWAY,BIOCARTA_TSP1_PATHWAY,RegNetwork
BIOCARTA_IL17_PATHWAY,BIOCARTA_TOB1_PATHWAY,RegNetwork
BIOCARTA_IL17_PATHWAY,BIOCARTA_BAD_PATHWAY,RegNetwork
BIOCARTA_IL1R_PATHWAY,BIOCARTA_DEATH_PATHWAY,RegNetwork
BIOCARTA_IL1R_PATHWAY,BIOCARTA_RNA_PATHWAY,RegNetwork
BIOCARTA_IL1R_PATHWAY,BIOCARTA_MAPK_PATHWAY,RegNetwork
BIOCARTA_IL1R_PATHWAY,BIOCARTA_CARDIACEGF_PATHWAY,RegNetwork
BIOCARTA_IL1R_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_IL2_PATHWAY,BIOCARTA_EPO_PATHWAY,RegNetwork
BIOCARTA_IL2_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_IL2_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL2_PATHWAY,BIOCARTA_ERK_PATHWAY,RegNetwork
BIOCARTA_IL2_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_IL22BP_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_IL22BP_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,RegNetwork
BIOCARTA_IL22BP_PATHWAY,BIOCARTA_IL7_PATHWAY,RegNetwork
BIOCARTA_IL22BP_PATHWAY,BIOCARTA_GLEEVEC_PATHWAY,RegNetwork
BIOCARTA_IL22BP_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL2RB_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_IL2RB_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_IL2RB_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL2RB_PATHWAY,BIOCARTA_IL3_PATHWAY,RegNetwork
BIOCARTA_IL2RB_PATHWAY,BIOCARTA_BAD_PATHWAY,RegNetwork
BIOCARTA_IL3_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_IL3_PATHWAY,BIOCARTA_GLEEVEC_PATHWAY,RegNetwork
BIOCARTA_IL3_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL3_PATHWAY,BIOCARTA_IL2RB_PATHWAY,RegNetwork
BIOCARTA_IL3_PATHWAY,BIOCARTA_HER2_PATHWAY,RegNetwork
BIOCARTA_IL4_PATHWAY,BIOCARTA_IL3_PATHWAY,RegNetwork
BIOCARTA_IL4_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_IL4_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_IL4_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL4_PATHWAY,BIOCARTA_FREE_PATHWAY,RegNetwork
BIOCARTA_IL5_PATHWAY,BIOCARTA_TSP1_PATHWAY,RegNetwork
BIOCARTA_IL5_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_IL5_PATHWAY,BIOCARTA_IL3_PATHWAY,RegNetwork
BIOCARTA_IL5_PATHWAY,BIOCARTA_CDMAC_PATHWAY,RegNetwork
BIOCARTA_IL5_PATHWAY,BIOCARTA_MELANOCYTE_PATHWAY,RegNetwork
BIOCARTA_IL6_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_IL6_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL6_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_IL6_PATHWAY,BIOCARTA_INSULIN_PATHWAY,RegNetwork
BIOCARTA_IL6_PATHWAY,BIOCARTA_AKAPCENTROSOME_PATHWAY,RegNetwork
BIOCARTA_IL7_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_IL7_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_IL7_PATHWAY,BIOCARTA_BAD_PATHWAY,RegNetwork
BIOCARTA_IL7_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_IL7_PATHWAY,BIOCARTA_ARF_PATHWAY,RegNetwork
BIOCARTA_INFLAM_PATHWAY,BIOCARTA_TSP1_PATHWAY,RegNetwork
BIOCARTA_INFLAM_PATHWAY,BIOCARTA_CDMAC_PATHWAY,RegNetwork
BIOCARTA_INFLAM_PATHWAY,BIOCARTA_CERAMIDE_PATHWAY,RegNetwork
BIOCARTA_INFLAM_PATHWAY,BIOCARTA_RANKL_PATHWAY,RegNetwork
BIOCARTA_INFLAM_PATHWAY,BIOCARTA_PCAF_PATHWAY,RegNetwork
BIOCARTA_INSULIN_PATHWAY,BIOCARTA_IL6_PATHWAY,RegNetwork
BIOCARTA_INSULIN_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_INSULIN_PATHWAY,BIOCARTA_IL3_PATHWAY,RegNetwork
BIOCARTA_INSULIN_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_INSULIN_PATHWAY,BIOCARTA_EPO_PATHWAY,RegNetwork
BIOCARTA_INTEGRIN_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_INTEGRIN_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_INTEGRIN_PATHWAY,BIOCARTA_PTEN_PATHWAY,RegNetwork
BIOCARTA_INTEGRIN_PATHWAY,BIOCARTA_AKAPCENTROSOME_PATHWAY,RegNetwork
BIOCARTA_INTEGRIN_PATHWAY,BIOCARTA_PYK2_PATHWAY,RegNetwork
BIOCARTA_INTRINSIC_PATHWAY,BIOCARTA_AMI_PATHWAY,RegNetwork
BIOCARTA_INTRINSIC_PATHWAY,BIOCARTA_PLATELETAPP_PATHWAY,RegNetwork
BIOCARTA_INTRINSIC_PATHWAY,BIOCARTA_NUCLEARRS_PATHWAY,RegNetwork
BIOCARTA_INTRINSIC_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_INTRINSIC_PATHWAY,BIOCARTA_TERC_PATHWAY,RegNetwork
BIOCARTA_ION_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_ION_PATHWAY,BIOCARTA_TRKA_PATHWAY,RegNetwork
BIOCARTA_ION_PATHWAY,BIOCARTA_PKC_PATHWAY,RegNetwork
BIOCARTA_ION_PATHWAY,BIOCARTA_LIS1_PATHWAY,RegNetwork
BIOCARTA_ION_PATHWAY,BIOCARTA_S1P_PATHWAY,RegNetwork
BIOCARTA_IRES_PATHWAY,BIOCARTA_EIF_PATHWAY,RegNetwork
BIOCARTA_IRES_PATHWAY,BIOCARTA_MTOR_PATHWAY,RegNetwork
BIOCARTA_IRES_PATHWAY,BIOCARTA_EIF4_PATHWAY,RegNetwork
BIOCARTA_IRES_PATHWAY,BIOCARTA_SARS_PATHWAY,RegNetwork
BIOCARTA_IRES_PATHWAY,BIOCARTA_IGF1MTOR_PATHWAY,RegNetwork
BIOCARTA_KERATINOCYTE_PATHWAY,BIOCARTA_DEATH_PATHWAY,RegNetwork
BIOCARTA_KERATINOCYTE_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_KERATINOCYTE_PATHWAY,BIOCARTA_CDMAC_PATHWAY,RegNetwork
BIOCARTA_KERATINOCYTE_PATHWAY,BIOCARTA_TID_PATHWAY,RegNetwork
BIOCARTA_KERATINOCYTE_PATHWAY,BIOCARTA_RNA_PATHWAY,RegNetwork
BIOCARTA_KREB_PATHWAY,BIOCARTA_MALATEX_PATHWAY,RegNetwork
BIOCARTA_KREB_PATHWAY,BIOCARTA_ETC_PATHWAY,RegNetwork
BIOCARTA_KREB_PATHWAY,BIOCARTA_RELA_PATHWAY,RegNetwork
BIOCARTA_KREB_PATHWAY,BIOCARTA_NO1_PATHWAY,RegNetwork
BIOCARTA_KREB_PATHWAY,BIOCARTA_CSK_PATHWAY,RegNetwork
BIOCARTA_LAIR_PATHWAY,BIOCARTA_CHREBP_PATHWAY,RegNetwork
BIOCARTA_LAIR_PATHWAY,BIOCARTA_LEPTIN_PATHWAY,RegNetwork
BIOCARTA_LAIR_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,RegNetwork
BIOCARTA_LAIR_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,RegNetwork
BIOCARTA_LAIR_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_LDL_PATHWAY,BIOCARTA_MSP_PATHWAY,RegNetwork
BIOCARTA_LDL_PATHWAY,BIOCARTA_NUCLEARRS_PATHWAY,RegNetwork
BIOCARTA_LDL_PATHWAY,BIOCARTA_VOBESITY_PATHWAY,RegNetwork
BIOCARTA_LDL_PATHWAY,BIOCARTA_TSP1_PATHWAY,RegNetwork
BIOCARTA_LDL_PATHWAY,BIOCARTA_S1P_PATHWAY,RegNetwork
BIOCARTA_LECTIN_PATHWAY,BIOCARTA_COMP_PATHWAY,RegNetwork
BIOCARTA_LECTIN_PATHWAY,BIOCARTA_CLASSIC_PATHWAY,RegNetwork
BIOCARTA_LECTIN_PATHWAY,BIOCARTA_ALTERNATIVE_PATHWAY,RegNetwork
BIOCARTA_LECTIN_PATHWAY,BIOCARTA_LAIR_PATHWAY,RegNetwork
BIOCARTA_LECTIN_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,RegNetwork
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_IL10_PATHWAY,RegNetwork
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_IL6_PATHWAY,RegNetwork
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_P38MAPK_PATHWAY,RegNetwork
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_AHSP_PATHWAY,RegNetwork
BIOCARTA_LEPTIN_PATHWAY,BIOCARTA_VOBESITY_PATHWAY,RegNetwork
BIOCARTA_LIS1_PATHWAY,BIOCARTA_TRKA_PATHWAY,RegNetwork
BIOCARTA_LIS1_PATHWAY,BIOCARTA_ARF_PATHWAY,RegNetwork
BIOCARTA_LIS1_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_LIS1_PATHWAY,BIOCARTA_ERK5_PATHWAY,RegNetwork
BIOCARTA_LIS1_PATHWAY,BIOCARTA_EPO_PATHWAY,RegNetwork
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_AKT_PATHWAY,RegNetwork
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_RAS_PATHWAY,RegNetwork
BIOCARTA_LONGEVITY_PATHWAY,BIOCARTA_TID_PATHWAY,RegNetwork
BIOCARTA_LYM_PATHWAY,BIOCARTA_LYMPHOCYTE_PATHWAY,RegNetwork
BIOCARTA_LYM_PATHWAY,BIOCARTA_MONOCYTE_PATHWAY,RegNetwork
BIOCARTA_LYM_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,RegNetwork
BIOCARTA_LYM_PATHWAY,BIOCARTA_LAIR_PATHWAY,RegNetwork
BIOCARTA_LYM_PATHWAY,BIOCARTA_NEUTROPHIL_PATHWAY,RegNetwork
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_MONOCYTE_PATHWAY,RegNetwork
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_NEUTROPHIL_PATHWAY,RegNetwork
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_LYM_PATHWAY,RegNetwork
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,RegNetwork
BIOCARTA_LYMPHOCYTE_PATHWAY,BIOCARTA_LAIR_PATHWAY,RegNetwork
BIOCARTA_MAL_PATHWAY,BIOCARTA_CDK5_PATHWAY,RegNetwork
BIOCARTA_MAL_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_MAL_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_MAL_PATHWAY,BIOCARTA_ERK_PATHWAY,RegNetwork
BIOCARTA_MAL_PATHWAY,BIOCARTA_IL6_PATHWAY,RegNetwork
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_KREB_PATHWAY,RegNetwork
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_PPARA_PATHWAY,RegNetwork
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_TSP1_PATHWAY,RegNetwork
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_NPP1_PATHWAY,RegNetwork
BIOCARTA_MALATEX_PATHWAY,BIOCARTA_CPSF_PATHWAY,RegNetwork
BIOCARTA_MAPK_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_MAPK_PATHWAY,BIOCARTA_IL1R_PATHWAY,RegNetwork
BIOCARTA_MAPK_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_MAPK_PATHWAY,BIOCARTA_NTHI_PATHWAY,RegNetwork
BIOCARTA_MAPK_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_CDMAC_PATHWAY,RegNetwork
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_IL6_PATHWAY,RegNetwork
BIOCARTA_MCALPAIN_PATHWAY,BIOCARTA_ERK_PATHWAY,RegNetwork
BIOCARTA_MCM_PATHWAY,BIOCARTA_FBW7_PATHWAY,RegNetwork
BIOCARTA_MCM_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_MCM_PATHWAY,BIOCARTA_CELLCYCLE_PATHWAY,RegNetwork
BIOCARTA_MCM_PATHWAY,BIOCARTA_TEL_PATHWAY,RegNetwork
BIOCARTA_MCM_PATHWAY,BIOCARTA_TERC_PATHWAY,RegNetwork
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_GPCR_PATHWAY,RegNetwork
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_41BB_PATHWAY,RegNetwork
BIOCARTA_MEF2D_PATHWAY,BIOCARTA_TCR_PATHWAY,RegNetwork
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_BAD_PATHWAY,RegNetwork
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_IGF1R_PATHWAY,RegNetwork
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_INFLAM_PATHWAY,RegNetwork
BIOCARTA_MELANOCYTE_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_MET_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_MET_PATHWAY,BIOCARTA_CDK5_PATHWAY,RegNetwork
BIOCARTA_MET_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_MET_PATHWAY,BIOCARTA_BARRESTIN_SRC_PATHWAY,RegNetwork
BIOCARTA_MET_PATHWAY,BIOCARTA_BARR_MAPK_PATHWAY,RegNetwork
BIOCARTA_MHC_PATHWAY,BIOCARTA_PCAF_PATHWAY,RegNetwork
BIOCARTA_MHC_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_MHC_PATHWAY,BIOCARTA_NUCLEARRS_PATHWAY,RegNetwork
BIOCARTA_MHC_PATHWAY,BIOCARTA_CARM_ER_PATHWAY,RegNetwork
BIOCARTA_MHC_PATHWAY,BIOCARTA_VDR_PATHWAY,RegNetwork
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_DEATH_PATHWAY,RegNetwork
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_CASPASE_PATHWAY,RegNetwork
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_CHEMICAL_PATHWAY,RegNetwork
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_HIVNEF_PATHWAY,RegNetwork
BIOCARTA_MITOCHONDRIA_PATHWAY,BIOCARTA_DNAFRAGMENT_PATHWAY,RegNetwork
BIOCARTA_MITR_PATHWAY,BIOCARTA_AGPCR_PATHWAY,RegNetwork
BIOCARTA_MITR_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,RegNetwork
BIOCARTA_MITR_PATHWAY,BIOCARTA_AKAPCENTROSOME_PATHWAY,RegNetwork
BIOCARTA_MITR_PATHWAY,BIOCARTA_NOS1_PATHWAY,RegNetwork
BIOCARTA_MITR_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_LYMPHOCYTE_PATHWAY,RegNetwork
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_NEUTROPHIL_PATHWAY,RegNetwork
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_LYM_PATHWAY,RegNetwork
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_GRANULOCYTES_PATHWAY,RegNetwork
BIOCARTA_MONOCYTE_PATHWAY,BIOCARTA_LAIR_PATHWAY,RegNetwork
BIOCARTA_MPR_PATHWAY,BIOCARTA_EFP_PATHWAY,RegNetwork
BIOCARTA_MPR_PATHWAY,BIOCARTA_TERT_PATHWAY,RegNetwork
BIOCARTA_MPR_PATHWAY,BIOCARTA_FMLP_PATHWAY,RegNetwork
BIOCARTA_MPR_PATHWAY,BIOCARTA_ERK_PATHWAY,RegNetwork
BIOCARTA_MPR_PATHWAY,BIOCARTA_CREB_PATHWAY,RegNetwork
BIOCARTA_MRP_PATHWAY,BIOCARTA_NUCLEARRS_PATHWAY,RegNetwork
BIOCARTA_MRP_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,RegNetwork
