Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	2.224	1.491	0.847	0.8	6.853	2.627	0.311	0.265
2	False	1.602	1.266	0.891	0.854	6.137	2.481	0.392	0.321
3	False	1.509	1.229	0.897	0.862	5.578	2.367	0.418	0.335
4	False	1.463	1.21	0.901	0.867	5.867	2.424	0.41	0.347
5	False	1.428	1.195	0.903	0.869	5.896	2.436	0.414	0.341
6	False	1.4	1.183	0.905	0.872	6.591	2.57	0.392	0.331
7	False	1.366	1.169	0.907	0.875	6.075	2.47	0.381	0.311
8	False	1.327	1.152	0.91	0.88	5.791	2.412	0.412	0.342
9	False	1.302	1.141	0.912	0.881	5.766	2.407	0.422	0.338
10	False	1.276	1.13	0.914	0.885	6.255	2.505	0.399	0.324
11	False	1.251	1.118	0.916	0.887	5.682	2.386	0.411	0.352
12	False	1.229	1.108	0.917	0.888	5.86	2.425	0.399	0.325
13	True	1.206	1.098	0.919	0.89	5.672	2.385	0.426	0.337
