Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	2.208	1.486	0.847	0.799	7.083	2.67	0.389	0.32
2	False	1.589	1.261	0.891	0.853	5.95	2.446	0.436	0.351
3	False	1.502	1.226	0.897	0.861	5.905	2.439	0.426	0.36
4	False	1.444	1.202	0.901	0.867	6.014	2.459	0.429	0.357
5	False	1.408	1.187	0.904	0.87	5.791	2.414	0.429	0.345
6	False	1.368	1.17	0.907	0.874	5.722	2.399	0.414	0.347
7	False	1.343	1.159	0.909	0.876	6.542	2.562	0.393	0.313
8	False	1.31	1.145	0.911	0.879	6.383	2.532	0.42	0.355
9	False	1.281	1.132	0.913	0.882	5.851	2.425	0.423	0.34
10	False	1.253	1.119	0.915	0.885	6.279	2.513	0.402	0.328
11	False	1.23	1.109	0.917	0.887	6.094	2.475	0.421	0.347
12	False	1.197	1.094	0.919	0.89	6.065	2.469	0.411	0.341
13	False	1.193	1.092	0.919	0.891	5.819	2.42	0.416	0.33
14	False	1.162	1.078	0.921	0.893	6.355	2.529	0.41	0.333
15	False	1.146	1.071	0.923	0.894	5.692	2.392	0.412	0.326
16	False	1.131	1.064	0.924	0.895	6.036	2.463	0.414	0.345
17	False	1.111	1.054	0.925	0.898	5.849	2.424	0.431	0.347
18	False	1.107	1.052	0.925	0.898	5.735	2.398	0.433	0.349
19	False	1.088	1.043	0.927	0.899	5.52	2.354	0.444	0.375
20	False	1.071	1.035	0.928	0.901	6.2	2.495	0.421	0.355
21	False	1.057	1.028	0.929	0.901	5.799	2.41	0.428	0.355
22	False	1.048	1.024	0.929	0.903	5.63	2.378	0.436	0.355
23	False	1.041	1.021	0.93	0.903	5.881	2.432	0.429	0.345
24	False	1.027	1.013	0.931	0.904	5.666	2.387	0.431	0.347
25	False	1.018	1.009	0.932	0.905	6.077	2.47	0.431	0.34
26	False	1.003	1.002	0.933	0.906	6.442	2.542	0.4	0.33
27	False	1.0	1.0	0.933	0.906	5.941	2.444	0.413	0.337
28	False	0.993	0.997	0.933	0.906	5.787	2.411	0.425	0.338
29	True	0.976	0.988	0.934	0.908	5.747	2.404	0.415	0.329
