Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	2.089	1.445	0.847	0.798	7.547	2.761	0.313	0.27
2	False	1.503	1.226	0.891	0.852	7.632	2.774	0.284	0.253
3	False	1.427	1.195	0.896	0.86	7.88	2.822	0.291	0.248
4	False	1.373	1.172	0.9	0.865	7.391	2.734	0.329	0.28
5	False	1.333	1.155	0.904	0.869	6.908	2.636	0.332	0.294
6	False	1.286	1.134	0.907	0.874	6.932	2.644	0.337	0.301
7	False	1.246	1.116	0.91	0.878	6.798	2.616	0.329	0.28
8	False	1.209	1.099	0.913	0.882	7.499	2.75	0.338	0.301
9	False	1.194	1.093	0.914	0.883	7.419	2.732	0.315	0.275
10	False	1.16	1.077	0.917	0.887	6.641	2.588	0.362	0.325
11	False	1.139	1.067	0.918	0.889	6.496	2.558	0.365	0.309
12	False	1.124	1.06	0.919	0.89	6.903	2.634	0.335	0.287
13	False	1.112	1.054	0.92	0.892	6.812	2.621	0.353	0.291
14	False	1.089	1.044	0.922	0.894	7.036	2.662	0.328	0.278
15	False	1.08	1.039	0.923	0.895	7.514	2.752	0.346	0.294
16	False	1.068	1.034	0.923	0.896	6.843	2.628	0.367	0.328
17	False	1.057	1.028	0.924	0.897	6.449	2.548	0.369	0.321
18	False	1.034	1.017	0.926	0.899	6.728	2.605	0.364	0.311
19	False	1.033	1.016	0.926	0.899	6.905	2.639	0.352	0.304
20	False	1.02	1.01	0.927	0.9	6.877	2.635	0.359	0.325
21	False	1.003	1.002	0.928	0.902	7.037	2.666	0.361	0.313
22	False	0.996	0.998	0.929	0.903	6.535	2.563	0.377	0.325
23	False	0.987	0.994	0.929	0.903	6.838	2.628	0.348	0.297
24	False	0.975	0.987	0.93	0.904	6.696	2.6	0.362	0.318
25	False	0.965	0.983	0.931	0.905	6.477	2.555	0.361	0.319
26	False	0.961	0.98	0.931	0.905	6.584	2.576	0.364	0.316
27	False	0.957	0.978	0.932	0.906	6.267	2.514	0.375	0.318
28	False	0.938	0.968	0.933	0.907	6.657	2.589	0.346	0.299
29	False	0.938	0.968	0.933	0.908	6.591	2.579	0.38	0.332
30	False	0.92	0.959	0.934	0.909	6.837	2.628	0.369	0.312
31	False	0.916	0.957	0.935	0.909	6.493	2.558	0.373	0.319
32	False	0.913	0.955	0.935	0.909	6.502	2.562	0.367	0.321
33	False	0.907	0.952	0.935	0.91	6.664	2.592	0.365	0.317
34	False	0.895	0.946	0.936	0.911	6.626	2.586	0.379	0.33
35	False	0.891	0.944	0.937	0.912	6.568	2.574	0.369	0.312
36	False	0.883	0.939	0.937	0.912	6.366	2.534	0.384	0.321
37	True	0.875	0.935	0.938	0.913	6.376	2.535	0.378	0.322
