Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	2.05	1.432	0.848	0.799	7.577	2.754	0.335	0.299
2	False	1.503	1.226	0.89	0.851	7.146	2.677	0.352	0.325
3	False	1.416	1.19	0.896	0.86	7.845	2.812	0.332	0.287
4	False	1.366	1.169	0.9	0.865	7.465	2.738	0.335	0.282
5	False	1.327	1.152	0.903	0.868	6.96	2.644	0.353	0.3
6	False	1.297	1.139	0.905	0.872	6.683	2.593	0.36	0.318
7	False	1.255	1.12	0.909	0.876	7.459	2.738	0.359	0.313
8	False	1.228	1.108	0.911	0.879	6.715	2.598	0.335	0.286
9	False	1.196	1.094	0.913	0.881	7.219	2.693	0.356	0.31
10	False	1.17	1.081	0.915	0.885	6.916	2.636	0.337	0.294
11	False	1.147	1.071	0.917	0.887	6.955	2.642	0.355	0.318
12	False	1.133	1.064	0.918	0.889	7.367	2.719	0.348	0.32
13	False	1.123	1.059	0.919	0.89	7.722	2.785	0.342	0.316
14	False	1.095	1.047	0.921	0.892	6.674	2.589	0.349	0.312
15	False	1.086	1.042	0.921	0.893	7.348	2.715	0.357	0.327
16	False	1.072	1.035	0.923	0.895	6.759	2.605	0.368	0.327
17	False	1.056	1.028	0.924	0.896	7.295	2.709	0.359	0.33
18	False	1.048	1.024	0.924	0.897	6.881	2.629	0.368	0.333
19	False	1.04	1.02	0.925	0.898	6.934	2.638	0.362	0.327
20	False	1.03	1.015	0.926	0.898	6.772	2.608	0.367	0.336
21	False	1.021	1.01	0.926	0.899	6.564	2.567	0.393	0.354
22	False	1.002	1.0	0.928	0.901	6.588	2.572	0.38	0.35
23	False	0.997	0.998	0.928	0.902	6.583	2.572	0.382	0.363
24	False	0.984	0.992	0.929	0.902	6.631	2.58	0.365	0.342
25	False	0.974	0.987	0.93	0.903	6.858	2.623	0.389	0.351
26	False	0.968	0.984	0.93	0.904	6.421	2.539	0.388	0.347
27	False	0.95	0.975	0.932	0.906	6.752	2.604	0.389	0.351
28	False	0.949	0.974	0.932	0.906	6.677	2.589	0.38	0.352
29	False	0.941	0.97	0.932	0.907	6.351	2.527	0.393	0.363
30	False	0.931	0.964	0.933	0.907	6.375	2.53	0.383	0.347
31	False	0.924	0.961	0.934	0.908	6.283	2.514	0.396	0.363
32	False	0.916	0.957	0.934	0.908	6.492	2.553	0.383	0.355
33	False	0.912	0.954	0.935	0.909	6.76	2.605	0.371	0.343
34	False	0.901	0.949	0.935	0.91	6.737	2.602	0.378	0.349
35	False	0.891	0.944	0.936	0.911	6.598	2.573	0.392	0.361
36	False	0.887	0.941	0.936	0.911	6.623	2.581	0.364	0.327
37	False	0.88	0.938	0.937	0.912	6.462	2.547	0.38	0.348
38	False	0.875	0.935	0.937	0.913	6.456	2.544	0.386	0.349
39	False	0.864	0.93	0.938	0.914	6.479	2.552	0.389	0.349
40	False	0.864	0.929	0.938	0.914	6.504	2.553	0.393	0.342
41	True	0.854	0.924	0.939	0.914	6.623	2.578	0.379	0.345
