Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	2.174	1.475	0.851	0.804	7.316	2.706	0.308	0.257
2	False	1.571	1.253	0.893	0.856	6.898	2.627	0.332	0.291
3	False	1.48	1.217	0.9	0.865	6.495	2.55	0.37	0.333
4	False	1.43	1.196	0.903	0.87	6.267	2.504	0.357	0.31
5	False	1.401	1.183	0.905	0.872	7.128	2.671	0.333	0.318
6	False	1.371	1.171	0.908	0.875	6.366	2.524	0.333	0.31
7	False	1.334	1.155	0.91	0.878	6.798	2.608	0.343	0.307
8	False	1.308	1.144	0.912	0.881	6.39	2.529	0.355	0.317
9	False	1.288	1.135	0.913	0.883	6.193	2.49	0.341	0.298
10	False	1.261	1.123	0.915	0.886	6.158	2.483	0.365	0.322
11	False	1.231	1.11	0.917	0.888	6.571	2.565	0.372	0.349
12	False	1.218	1.104	0.918	0.889	6.101	2.471	0.357	0.327
13	False	1.2	1.096	0.92	0.891	6.128	2.476	0.365	0.326
14	False	1.17	1.082	0.922	0.894	6.03	2.457	0.369	0.332
15	False	1.153	1.074	0.923	0.895	6.185	2.488	0.359	0.326
16	False	1.138	1.067	0.924	0.897	6.183	2.487	0.359	0.325
17	False	1.129	1.062	0.925	0.897	6.147	2.48	0.366	0.317
18	False	1.108	1.053	0.926	0.899	6.022	2.454	0.359	0.329
19	False	1.101	1.049	0.927	0.899	6.245	2.499	0.359	0.311
20	False	1.081	1.04	0.928	0.901	6.108	2.472	0.352	0.31
21	False	1.073	1.036	0.928	0.902	6.375	2.525	0.339	0.305
22	False	1.056	1.028	0.93	0.903	6.187	2.488	0.349	0.307
23	False	1.046	1.023	0.93	0.904	6.155	2.481	0.355	0.328
24	False	1.039	1.019	0.931	0.904	5.936	2.437	0.36	0.319
25	False	1.03	1.015	0.931	0.905	6.133	2.477	0.354	0.311
26	False	1.019	1.009	0.932	0.906	6.07	2.464	0.372	0.337
27	False	1.009	1.004	0.933	0.907	6.034	2.457	0.352	0.317
28	False	1.001	1.0	0.933	0.907	5.999	2.45	0.36	0.326
29	False	0.989	0.994	0.934	0.909	6.147	2.48	0.328	0.286
30	False	0.981	0.99	0.935	0.909	6.227	2.496	0.34	0.305
31	False	0.978	0.989	0.935	0.909	6.26	2.502	0.34	0.309
32	False	0.977	0.989	0.935	0.909	6.1	2.47	0.355	0.326
33	False	0.96	0.98	0.936	0.911	6.037	2.457	0.367	0.336
34	True	0.958	0.979	0.936	0.911	6.264	2.503	0.361	0.333
