Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	2.174	1.475	0.85	0.801	8.816	2.956	0.244	0.215
2	False	1.585	1.256	0.892	0.853	7.303	2.703	0.249	0.209
3	False	1.488	1.219	0.899	0.862	7.324	2.715	0.244	0.229
4	False	1.436	1.199	0.902	0.867	7.219	2.68	0.288	0.239
5	False	1.4	1.184	0.905	0.87	8.296	2.882	0.201	0.187
6	False	1.378	1.173	0.907	0.873	7.954	2.808	0.276	0.244
7	False	1.35	1.162	0.909	0.876	7.409	2.724	0.226	0.203
8	False	1.326	1.15	0.91	0.878	7.06	2.654	0.251	0.23
9	False	1.302	1.14	0.912	0.88	7.265	2.698	0.268	0.219
10	False	1.271	1.127	0.914	0.884	6.959	2.647	0.25	0.227
11	False	1.237	1.112	0.917	0.886	7.266	2.699	0.263	0.223
12	False	1.231	1.106	0.917	0.888	7.83	2.796	0.258	0.246
13	False	1.204	1.096	0.919	0.89	7.131	2.674	0.247	0.231
14	False	1.197	1.095	0.919	0.89	6.707	2.6	0.279	0.224
15	False	1.163	1.078	0.922	0.894	7.329	2.712	0.248	0.217
16	False	1.154	1.073	0.923	0.895	7.164	2.683	0.247	0.206
17	False	1.143	1.069	0.923	0.895	7.355	2.716	0.238	0.2
18	False	1.123	1.059	0.925	0.897	6.992	2.648	0.27	0.222
19	False	1.115	1.056	0.925	0.898	7.176	2.682	0.248	0.224
20	False	1.094	1.045	0.927	0.9	6.537	2.562	0.286	0.231
21	False	1.093	1.045	0.927	0.9	6.722	2.599	0.263	0.226
22	False	1.086	1.041	0.927	0.901	6.569	2.569	0.28	0.226
23	False	1.071	1.034	0.928	0.902	6.667	2.587	0.279	0.23
24	False	1.055	1.028	0.929	0.903	6.642	2.581	0.287	0.242
25	False	1.045	1.023	0.93	0.904	6.552	2.567	0.286	0.245
26	False	1.042	1.02	0.93	0.904	6.721	2.594	0.271	0.235
27	False	1.029	1.014	0.931	0.905	6.884	2.632	0.238	0.185
28	False	1.026	1.012	0.931	0.905	6.658	2.584	0.268	0.23
29	False	1.022	1.009	0.932	0.906	7.075	2.665	0.263	0.231
30	True	1.007	1.003	0.933	0.907	6.813	2.614	0.268	0.223
