Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
52	False	0.814	0.902	0.942	0.921	0.796	0.893	0.945	0.923
53	False	0.81	0.9	0.943	0.921	0.787	0.888	0.945	0.924
54	False	0.803	0.896	0.943	0.922	0.772	0.879	0.946	0.925
55	False	0.802	0.896	0.943	0.922	0.767	0.877	0.946	0.925
56	False	0.801	0.895	0.943	0.922	0.775	0.881	0.946	0.925
57	False	0.791	0.889	0.944	0.923	0.779	0.883	0.945	0.923
58	False	0.792	0.89	0.944	0.922	0.768	0.877	0.946	0.925
59	False	0.784	0.886	0.944	0.923	0.762	0.874	0.947	0.926
60	False	0.786	0.887	0.944	0.923	0.767	0.876	0.946	0.925
61	False	0.78	0.883	0.945	0.924	0.763	0.874	0.947	0.926
62	False	0.781	0.884	0.945	0.924	0.759	0.872	0.947	0.926
63	False	0.777	0.881	0.945	0.924	0.755	0.87	0.947	0.926
64	False	0.77	0.878	0.945	0.925	0.766	0.876	0.947	0.926
65	False	0.768	0.876	0.946	0.925	0.748	0.865	0.948	0.927
66	False	0.768	0.876	0.946	0.925	0.775	0.881	0.947	0.926
67	False	0.765	0.875	0.946	0.925	0.752	0.868	0.947	0.927
68	False	0.761	0.872	0.946	0.925	0.742	0.862	0.948	0.928
69	False	0.757	0.87	0.946	0.926	0.749	0.866	0.948	0.927
70	False	0.752	0.867	0.947	0.926	0.745	0.864	0.948	0.927
71	False	0.752	0.867	0.947	0.926	0.771	0.878	0.948	0.927
72	False	0.749	0.865	0.947	0.926	0.753	0.869	0.948	0.927
73	False	0.745	0.863	0.947	0.927	0.751	0.867	0.948	0.927
74	False	0.744	0.862	0.947	0.927	0.744	0.863	0.948	0.927
75	False	0.741	0.861	0.948	0.927	0.736	0.859	0.948	0.928
76	False	0.74	0.86	0.948	0.927	0.744	0.863	0.948	0.928
77	False	0.736	0.858	0.948	0.928	0.747	0.864	0.949	0.928
78	False	0.736	0.858	0.948	0.927	0.745	0.864	0.948	0.928
79	False	0.731	0.855	0.948	0.928	0.747	0.865	0.949	0.929
80	False	0.734	0.857	0.948	0.928	0.732	0.857	0.949	0.929
81	False	0.726	0.852	0.949	0.929	0.751	0.867	0.948	0.928
82	False	0.727	0.853	0.949	0.928	0.742	0.862	0.948	0.928
83	False	0.722	0.85	0.949	0.929	0.749	0.866	0.949	0.929
84	False	0.723	0.85	0.949	0.929	0.749	0.865	0.949	0.928
85	False	0.717	0.847	0.949	0.929	0.739	0.861	0.949	0.929
86	False	0.721	0.849	0.949	0.929	0.74	0.861	0.95	0.93
87	False	0.716	0.846	0.949	0.929	0.728	0.854	0.949	0.929
88	False	0.715	0.845	0.95	0.93	0.725	0.852	0.95	0.93
89	False	0.713	0.845	0.95	0.93	0.724	0.852	0.949	0.929
90	False	0.708	0.842	0.95	0.93	0.732	0.857	0.949	0.929
91	False	0.709	0.842	0.95	0.93	0.719	0.849	0.95	0.93
92	False	0.704	0.839	0.95	0.93	0.732	0.857	0.949	0.929
93	False	0.704	0.839	0.95	0.931	0.749	0.866	0.95	0.93
94	False	0.704	0.839	0.95	0.93	0.767	0.877	0.949	0.929
95	False	0.697	0.835	0.951	0.931	0.729	0.855	0.95	0.93
96	False	0.698	0.835	0.951	0.931	0.728	0.854	0.949	0.929
97	False	0.694	0.833	0.951	0.931	0.717	0.848	0.95	0.93
98	False	0.695	0.834	0.951	0.931	0.716	0.847	0.951	0.931
99	False	0.691	0.832	0.951	0.932	0.714	0.846	0.95	0.93
100	False	0.69	0.831	0.951	0.932	0.712	0.845	0.95	0.93
101	False	0.691	0.831	0.951	0.932	0.71	0.843	0.95	0.93
102	False	0.688	0.829	0.951	0.932	0.729	0.854	0.95	0.93
103	False	0.688	0.829	0.951	0.932	0.72	0.849	0.95	0.93
104	False	0.687	0.829	0.952	0.932	0.718	0.848	0.95	0.93
105	False	0.681	0.825	0.952	0.932	0.727	0.853	0.95	0.931
106	False	0.682	0.826	0.952	0.932	0.713	0.845	0.951	0.931
107	False	0.681	0.825	0.952	0.932	0.718	0.848	0.951	0.931
108	False	0.676	0.822	0.952	0.933	0.721	0.85	0.951	0.931
109	False	0.678	0.823	0.952	0.933	0.712	0.845	0.95	0.931
110	False	0.676	0.822	0.952	0.933	0.706	0.84	0.951	0.931
111	False	0.675	0.821	0.952	0.933	0.716	0.847	0.951	0.931
112	False	0.674	0.821	0.952	0.933	0.743	0.863	0.95	0.931
113	False	0.675	0.821	0.952	0.933	0.712	0.844	0.951	0.931
114	False	0.671	0.819	0.953	0.933	0.713	0.845	0.951	0.931
115	False	0.671	0.819	0.953	0.933	0.706	0.841	0.951	0.931
116	False	0.668	0.817	0.953	0.934	0.703	0.839	0.951	0.931
117	False	0.67	0.818	0.953	0.934	0.701	0.838	0.951	0.932
118	False	0.667	0.817	0.953	0.934	0.708	0.842	0.951	0.931
119	False	0.664	0.815	0.953	0.934	0.697	0.836	0.951	0.932
120	False	0.662	0.814	0.953	0.934	0.721	0.849	0.951	0.931
121	False	0.663	0.814	0.953	0.934	0.699	0.837	0.952	0.932
122	False	0.658	0.811	0.954	0.935	0.702	0.839	0.951	0.931
123	False	0.659	0.812	0.954	0.935	0.709	0.843	0.951	0.932
124	False	0.661	0.813	0.953	0.934	0.697	0.835	0.952	0.932
125	False	0.659	0.812	0.954	0.935	0.702	0.837	0.951	0.932
126	False	0.658	0.811	0.954	0.935	0.701	0.838	0.951	0.932
127	False	0.653	0.808	0.954	0.935	0.725	0.852	0.951	0.932
128	False	0.656	0.81	0.954	0.935	0.705	0.84	0.952	0.932
129	False	0.651	0.807	0.954	0.935	0.714	0.845	0.952	0.932
130	False	0.651	0.807	0.954	0.935	0.693	0.832	0.952	0.932
131	False	0.648	0.805	0.954	0.936	0.709	0.843	0.952	0.932
132	False	0.649	0.805	0.954	0.936	0.709	0.843	0.952	0.932
133	False	0.645	0.803	0.955	0.936	0.686	0.828	0.952	0.933
134	False	0.648	0.805	0.954	0.936	0.695	0.834	0.951	0.932
135	False	0.646	0.804	0.954	0.936	0.702	0.839	0.952	0.932
136	False	0.646	0.804	0.954	0.936	0.688	0.83	0.952	0.933
137	False	0.645	0.803	0.955	0.936	0.7	0.838	0.952	0.932
138	False	0.642	0.801	0.955	0.936	0.69	0.832	0.952	0.933
139	False	0.641	0.8	0.955	0.936	0.686	0.829	0.952	0.933
140	False	0.643	0.802	0.955	0.936	0.7	0.837	0.952	0.932
141	False	0.637	0.798	0.955	0.937	0.692	0.833	0.952	0.932
142	False	0.639	0.799	0.955	0.936	0.696	0.834	0.952	0.933
143	False	0.638	0.799	0.955	0.937	0.686	0.829	0.952	0.933
144	False	0.638	0.799	0.955	0.937	0.693	0.833	0.952	0.931
145	False	0.637	0.798	0.955	0.937	0.708	0.842	0.952	0.933
146	False	0.632	0.795	0.955	0.937	0.699	0.837	0.952	0.933
147	False	0.633	0.796	0.955	0.937	0.688	0.83	0.952	0.933
148	False	0.635	0.797	0.955	0.937	0.694	0.834	0.953	0.933
149	True	0.636	0.797	0.955	0.937	0.693	0.833	0.952	0.933
