Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	1.989	1.41	0.853	0.81	1.832	1.356	0.883	0.854
2	False	1.525	1.235	0.889	0.855	1.36	1.168	0.905	0.872
3	False	1.447	1.203	0.895	0.862	1.35	1.164	0.905	0.872
4	False	1.393	1.18	0.899	0.867	1.309	1.146	0.91	0.878
5	False	1.345	1.16	0.903	0.872	1.248	1.118	0.912	0.883
6	False	1.307	1.143	0.906	0.876	1.213	1.101	0.915	0.886
7	False	1.265	1.125	0.909	0.88	1.177	1.086	0.917	0.889
8	False	1.229	1.108	0.911	0.884	1.163	1.08	0.921	0.893
9	False	1.197	1.094	0.914	0.887	1.087	1.044	0.923	0.895
10	False	1.17	1.082	0.916	0.889	1.048	1.025	0.926	0.899
11	False	1.149	1.072	0.917	0.891	1.057	1.029	0.926	0.9
12	False	1.132	1.064	0.919	0.893	1.024	1.013	0.927	0.902
13	False	1.113	1.055	0.92	0.895	1.019	1.01	0.929	0.904
14	False	1.094	1.046	0.922	0.896	1.009	1.005	0.93	0.904
15	False	1.079	1.039	0.923	0.898	0.993	0.997	0.93	0.905
16	False	1.062	1.03	0.924	0.899	0.976	0.989	0.931	0.906
17	False	1.05	1.025	0.925	0.9	0.961	0.981	0.933	0.909
18	False	1.035	1.018	0.926	0.901	0.992	0.997	0.932	0.908
19	False	1.022	1.011	0.927	0.903	0.931	0.965	0.935	0.911
20	False	1.015	1.008	0.927	0.903	0.928	0.964	0.935	0.91
21	False	1.002	1.001	0.928	0.904	0.959	0.98	0.936	0.911
22	False	0.992	0.996	0.929	0.905	0.942	0.97	0.934	0.911
23	False	0.981	0.991	0.93	0.906	0.921	0.96	0.937	0.913
24	False	0.974	0.987	0.931	0.907	0.902	0.95	0.937	0.913
25	False	0.967	0.983	0.931	0.907	0.891	0.945	0.938	0.914
26	False	0.954	0.976	0.932	0.909	0.868	0.933	0.939	0.916
27	False	0.95	0.974	0.932	0.909	0.884	0.941	0.938	0.914
28	False	0.942	0.971	0.933	0.909	0.872	0.934	0.939	0.916
29	False	0.935	0.967	0.933	0.91	0.875	0.936	0.939	0.916
30	False	0.925	0.962	0.934	0.911	0.87	0.933	0.939	0.915
31	False	0.917	0.958	0.935	0.912	0.87	0.933	0.939	0.916
32	False	0.913	0.956	0.935	0.912	0.855	0.925	0.94	0.918
33	False	0.91	0.954	0.935	0.912	0.875	0.936	0.941	0.918
34	False	0.902	0.95	0.936	0.913	0.873	0.935	0.94	0.917
35	False	0.891	0.944	0.937	0.914	0.84	0.917	0.942	0.919
36	False	0.889	0.943	0.937	0.914	0.859	0.928	0.941	0.919
37	False	0.884	0.94	0.937	0.914	0.83	0.912	0.942	0.919
38	False	0.877	0.936	0.938	0.915	0.831	0.912	0.942	0.92
39	False	0.868	0.931	0.938	0.916	0.813	0.902	0.943	0.921
40	False	0.862	0.928	0.939	0.916	0.825	0.909	0.943	0.92
41	False	0.862	0.928	0.939	0.916	0.827	0.91	0.942	0.919
42	False	0.858	0.926	0.939	0.917	0.806	0.899	0.943	0.921
43	False	0.85	0.922	0.94	0.917	0.815	0.903	0.944	0.922
44	False	0.845	0.919	0.94	0.918	0.805	0.898	0.944	0.922
45	False	0.845	0.919	0.94	0.918	0.798	0.894	0.944	0.922
46	False	0.837	0.915	0.941	0.919	0.807	0.899	0.945	0.923
47	False	0.83	0.911	0.941	0.919	0.808	0.9	0.945	0.923
48	False	0.83	0.911	0.941	0.919	0.789	0.889	0.945	0.923
49	False	0.821	0.906	0.942	0.92	0.791	0.89	0.945	0.923
50	False	0.821	0.906	0.942	0.92	0.794	0.892	0.945	0.923
51	False	0.813	0.902	0.942	0.921	0.783	0.886	0.945	0.924
