Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
28	False	0.943	0.971	0.933	0.91	0.9	0.95	0.937	0.915
29	False	0.932	0.965	0.934	0.91	0.903	0.951	0.937	0.915
30	False	0.924	0.961	0.934	0.911	0.869	0.933	0.939	0.917
31	False	0.919	0.959	0.935	0.912	0.909	0.955	0.938	0.916
32	False	0.912	0.955	0.935	0.912	0.879	0.938	0.938	0.917
33	False	0.906	0.952	0.936	0.913	0.865	0.931	0.939	0.917
34	False	0.901	0.949	0.936	0.913	0.871	0.935	0.939	0.917
35	False	0.893	0.945	0.937	0.914	0.847	0.921	0.94	0.918
36	False	0.887	0.942	0.937	0.914	0.85	0.922	0.94	0.918
37	False	0.884	0.94	0.937	0.914	0.847	0.921	0.94	0.919
38	False	0.876	0.936	0.938	0.915	0.842	0.919	0.941	0.919
39	False	0.873	0.934	0.938	0.915	0.847	0.921	0.942	0.92
40	False	0.864	0.93	0.939	0.916	0.847	0.921	0.941	0.919
41	False	0.866	0.931	0.939	0.916	0.838	0.916	0.941	0.92
42	False	0.856	0.925	0.939	0.917	0.835	0.915	0.942	0.921
43	False	0.854	0.924	0.939	0.917	0.821	0.907	0.942	0.921
44	False	0.847	0.92	0.94	0.918	0.825	0.909	0.942	0.921
45	False	0.844	0.918	0.94	0.918	0.821	0.906	0.942	0.921
46	False	0.84	0.916	0.94	0.918	0.81	0.901	0.944	0.922
47	False	0.831	0.912	0.941	0.919	0.811	0.901	0.943	0.922
48	False	0.83	0.911	0.941	0.919	0.824	0.909	0.943	0.922
49	False	0.826	0.909	0.942	0.92	0.8	0.895	0.944	0.923
50	False	0.82	0.905	0.942	0.92	0.803	0.896	0.943	0.922
51	False	0.815	0.903	0.942	0.92	0.809	0.9	0.943	0.922
52	False	0.812	0.901	0.943	0.921	0.797	0.893	0.944	0.923
53	False	0.81	0.9	0.943	0.921	0.813	0.902	0.944	0.924
54	False	0.806	0.898	0.943	0.921	0.803	0.897	0.944	0.924
55	False	0.802	0.896	0.943	0.922	0.835	0.915	0.942	0.922
56	False	0.8	0.895	0.943	0.922	0.78	0.884	0.945	0.925
57	False	0.795	0.892	0.944	0.922	0.813	0.902	0.945	0.925
58	False	0.794	0.891	0.944	0.923	0.777	0.882	0.945	0.925
59	False	0.786	0.886	0.944	0.923	0.78	0.884	0.946	0.926
60	False	0.786	0.886	0.944	0.923	0.774	0.881	0.946	0.925
61	False	0.781	0.884	0.945	0.924	0.787	0.888	0.945	0.924
62	False	0.779	0.883	0.945	0.924	0.797	0.893	0.946	0.926
63	False	0.778	0.882	0.945	0.924	0.776	0.882	0.946	0.925
64	False	0.771	0.878	0.945	0.924	0.793	0.891	0.945	0.924
65	False	0.774	0.88	0.945	0.924	0.769	0.877	0.946	0.926
66	False	0.769	0.877	0.946	0.925	0.762	0.874	0.946	0.927
67	False	0.763	0.874	0.946	0.925	0.764	0.874	0.947	0.927
68	False	0.763	0.874	0.946	0.925	0.764	0.875	0.946	0.926
69	False	0.761	0.872	0.946	0.925	0.761	0.872	0.947	0.927
70	False	0.755	0.869	0.947	0.926	0.764	0.875	0.947	0.928
71	False	0.754	0.868	0.947	0.926	0.756	0.87	0.947	0.928
72	False	0.751	0.867	0.947	0.926	0.772	0.878	0.947	0.927
73	False	0.746	0.864	0.947	0.927	0.752	0.868	0.947	0.927
74	False	0.748	0.865	0.947	0.927	0.746	0.864	0.948	0.928
75	False	0.743	0.862	0.948	0.927	0.753	0.869	0.948	0.927
76	False	0.739	0.859	0.948	0.927	0.759	0.872	0.947	0.927
77	False	0.736	0.858	0.948	0.928	0.753	0.868	0.948	0.928
78	False	0.737	0.858	0.948	0.927	0.753	0.868	0.948	0.928
79	False	0.736	0.858	0.948	0.928	0.739	0.86	0.948	0.929
80	False	0.733	0.856	0.948	0.928	0.742	0.862	0.948	0.929
81	False	0.727	0.853	0.949	0.928	0.74	0.861	0.948	0.928
82	False	0.725	0.852	0.949	0.928	0.743	0.863	0.948	0.929
83	False	0.726	0.852	0.949	0.929	0.754	0.868	0.948	0.928
84	False	0.721	0.849	0.949	0.929	0.749	0.866	0.948	0.929
85	False	0.722	0.849	0.949	0.929	0.735	0.858	0.948	0.929
86	False	0.719	0.848	0.949	0.929	0.747	0.865	0.949	0.929
87	False	0.717	0.847	0.949	0.929	0.728	0.854	0.949	0.929
88	False	0.713	0.844	0.95	0.93	0.728	0.854	0.949	0.93
89	False	0.711	0.843	0.95	0.93	0.734	0.857	0.949	0.93
90	False	0.708	0.841	0.95	0.93	0.739	0.86	0.949	0.929
91	False	0.711	0.843	0.95	0.93	0.732	0.856	0.949	0.929
92	False	0.706	0.84	0.95	0.93	0.733	0.857	0.949	0.93
93	False	0.704	0.839	0.95	0.931	0.755	0.87	0.948	0.928
94	False	0.701	0.837	0.951	0.931	0.753	0.869	0.949	0.929
95	False	0.702	0.838	0.95	0.931	0.731	0.855	0.949	0.93
96	False	0.696	0.834	0.951	0.931	0.727	0.853	0.949	0.93
97	False	0.698	0.835	0.951	0.931	0.728	0.853	0.949	0.93
98	False	0.696	0.834	0.951	0.931	0.737	0.859	0.949	0.93
99	False	0.691	0.831	0.951	0.932	0.727	0.853	0.949	0.93
100	False	0.691	0.831	0.951	0.932	0.721	0.85	0.95	0.93
101	False	0.693	0.832	0.951	0.932	0.733	0.857	0.949	0.93
102	False	0.692	0.832	0.951	0.931	0.727	0.853	0.95	0.93
103	False	0.687	0.829	0.952	0.932	0.714	0.845	0.95	0.931
104	False	0.686	0.829	0.952	0.932	0.716	0.847	0.95	0.931
105	False	0.684	0.827	0.952	0.932	0.753	0.868	0.95	0.93
106	False	0.682	0.826	0.952	0.932	0.719	0.848	0.95	0.931
107	False	0.681	0.825	0.952	0.933	0.715	0.846	0.95	0.931
108	False	0.677	0.823	0.952	0.933	0.715	0.846	0.95	0.93
109	False	0.678	0.823	0.952	0.933	0.723	0.851	0.95	0.93
110	False	0.677	0.823	0.952	0.933	0.74	0.861	0.949	0.93
111	False	0.677	0.823	0.952	0.933	0.711	0.844	0.95	0.931
112	False	0.674	0.821	0.953	0.933	0.714	0.846	0.95	0.931
113	False	0.674	0.821	0.952	0.933	0.716	0.847	0.95	0.931
114	False	0.671	0.819	0.953	0.934	0.712	0.844	0.95	0.931
115	False	0.67	0.819	0.953	0.934	0.733	0.857	0.95	0.931
116	False	0.665	0.816	0.953	0.934	0.726	0.852	0.95	0.931
117	False	0.668	0.817	0.953	0.934	0.722	0.85	0.95	0.931
118	False	0.666	0.816	0.953	0.934	0.712	0.844	0.951	0.932
119	False	0.668	0.817	0.953	0.934	0.71	0.843	0.95	0.931
120	False	0.664	0.815	0.953	0.934	0.714	0.846	0.95	0.931
121	False	0.663	0.814	0.953	0.935	0.702	0.839	0.951	0.932
122	False	0.662	0.814	0.953	0.934	0.709	0.842	0.951	0.931
123	False	0.659	0.812	0.954	0.935	0.702	0.839	0.951	0.932
124	False	0.661	0.813	0.953	0.934	0.706	0.841	0.951	0.931
125	False	0.657	0.811	0.954	0.935	0.707	0.841	0.951	0.932
126	False	0.658	0.811	0.954	0.935	0.708	0.842	0.951	0.932
127	False	0.654	0.809	0.954	0.935	0.702	0.838	0.951	0.932
128	False	0.654	0.809	0.954	0.935	0.712	0.844	0.951	0.932
129	False	0.654	0.809	0.954	0.935	0.719	0.848	0.951	0.932
130	False	0.651	0.807	0.954	0.936	0.706	0.841	0.951	0.932
131	False	0.654	0.809	0.954	0.935	0.705	0.84	0.951	0.933
132	False	0.651	0.807	0.954	0.936	0.701	0.838	0.951	0.933
133	False	0.649	0.806	0.954	0.936	0.706	0.841	0.951	0.932
134	False	0.648	0.805	0.954	0.936	0.693	0.833	0.951	0.933
135	False	0.645	0.803	0.955	0.936	0.706	0.84	0.951	0.932
136	False	0.648	0.805	0.954	0.936	0.698	0.836	0.951	0.932
137	False	0.644	0.803	0.955	0.936	0.707	0.841	0.951	0.933
138	False	0.645	0.803	0.955	0.936	0.696	0.835	0.951	0.933
139	False	0.643	0.802	0.955	0.936	0.699	0.836	0.951	0.933
140	False	0.643	0.802	0.955	0.936	0.691	0.832	0.952	0.933
141	False	0.64	0.8	0.955	0.937	0.7	0.836	0.951	0.932
142	False	0.638	0.799	0.955	0.937	0.705	0.84	0.951	0.933
143	False	0.641	0.801	0.955	0.936	0.708	0.841	0.951	0.933
144	False	0.636	0.798	0.955	0.937	0.686	0.829	0.952	0.933
145	False	0.637	0.798	0.955	0.937	0.697	0.835	0.952	0.933
146	False	0.634	0.796	0.955	0.937	0.706	0.841	0.951	0.933
147	False	0.635	0.797	0.955	0.937	0.688	0.83	0.952	0.933
148	False	0.635	0.797	0.955	0.937	0.697	0.835	0.951	0.932
149	False	0.633	0.795	0.955	0.937	0.695	0.834	0.952	0.933
150	False	0.632	0.795	0.956	0.937	0.688	0.83	0.952	0.933
151	False	0.632	0.795	0.956	0.937	0.707	0.841	0.951	0.932
152	False	0.633	0.796	0.955	0.937	0.698	0.835	0.951	0.932
153	False	0.63	0.794	0.956	0.937	0.685	0.828	0.952	0.933
154	False	0.63	0.793	0.956	0.938	0.697	0.835	0.951	0.932
155	False	0.627	0.792	0.956	0.938	0.699	0.837	0.952	0.933
156	False	0.626	0.791	0.956	0.938	0.688	0.83	0.952	0.933
157	False	0.624	0.79	0.956	0.938	0.693	0.833	0.952	0.933
158	False	0.624	0.79	0.956	0.938	0.7	0.837	0.951	0.933
159	False	0.626	0.791	0.956	0.938	0.694	0.833	0.952	0.933
160	False	0.623	0.789	0.956	0.938	0.691	0.832	0.952	0.933
161	False	0.618	0.786	0.957	0.939	0.696	0.835	0.952	0.934
162	False	0.62	0.787	0.956	0.938	0.688	0.828	0.952	0.933
163	True	0.618	0.786	0.957	0.939	0.689	0.831	0.952	0.933
