Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
32	False	0.912	0.955	0.935	0.912	0.891	0.945	0.938	0.916
33	False	0.906	0.952	0.936	0.913	0.867	0.932	0.939	0.917
34	False	0.896	0.946	0.936	0.913	0.87	0.933	0.939	0.917
35	False	0.895	0.946	0.936	0.913	0.887	0.941	0.94	0.918
36	False	0.883	0.94	0.937	0.914	0.851	0.923	0.94	0.919
37	False	0.881	0.938	0.937	0.915	0.872	0.935	0.94	0.918
38	False	0.871	0.933	0.938	0.915	0.852	0.924	0.941	0.919
39	False	0.871	0.933	0.938	0.915	0.848	0.921	0.941	0.92
40	False	0.859	0.927	0.939	0.916	0.833	0.914	0.941	0.92
41	False	0.863	0.929	0.939	0.916	0.846	0.921	0.941	0.92
42	False	0.853	0.924	0.939	0.917	0.823	0.908	0.942	0.921
43	False	0.845	0.919	0.94	0.918	0.84	0.918	0.942	0.921
44	False	0.843	0.918	0.94	0.918	0.833	0.914	0.942	0.921
45	False	0.842	0.918	0.94	0.918	0.822	0.908	0.942	0.921
46	False	0.835	0.914	0.941	0.919	0.824	0.909	0.942	0.921
47	False	0.833	0.913	0.941	0.919	0.814	0.903	0.943	0.922
48	False	0.825	0.908	0.942	0.92	0.847	0.921	0.943	0.922
49	False	0.819	0.905	0.942	0.92	0.815	0.904	0.943	0.923
50	False	0.817	0.904	0.942	0.92	0.799	0.895	0.944	0.923
51	False	0.811	0.901	0.942	0.921	0.807	0.899	0.944	0.923
52	False	0.811	0.9	0.943	0.921	0.808	0.9	0.944	0.923
53	False	0.809	0.899	0.943	0.921	0.8	0.895	0.944	0.923
54	False	0.799	0.894	0.943	0.922	0.804	0.898	0.944	0.924
55	False	0.796	0.892	0.944	0.922	0.792	0.891	0.944	0.923
56	False	0.797	0.893	0.944	0.922	0.796	0.893	0.944	0.923
57	False	0.789	0.888	0.944	0.923	0.805	0.897	0.945	0.925
58	False	0.789	0.888	0.944	0.923	0.782	0.885	0.945	0.925
59	False	0.784	0.885	0.945	0.923	0.79	0.89	0.946	0.926
60	False	0.786	0.887	0.944	0.923	0.783	0.886	0.945	0.925
61	False	0.776	0.881	0.945	0.924	0.786	0.888	0.945	0.924
62	False	0.776	0.881	0.945	0.924	0.788	0.888	0.944	0.924
63	False	0.773	0.879	0.945	0.924	0.785	0.887	0.945	0.925
64	False	0.768	0.877	0.946	0.925	0.778	0.883	0.945	0.925
65	False	0.769	0.877	0.946	0.924	0.779	0.883	0.945	0.925
66	False	0.763	0.874	0.946	0.925	0.797	0.893	0.945	0.925
67	False	0.762	0.873	0.946	0.925	0.77	0.878	0.946	0.926
68	False	0.758	0.871	0.946	0.925	0.765	0.875	0.946	0.927
69	False	0.755	0.869	0.947	0.926	0.809	0.9	0.945	0.925
70	False	0.751	0.867	0.947	0.926	0.762	0.874	0.946	0.927
71	False	0.749	0.865	0.947	0.926	0.778	0.883	0.947	0.927
72	False	0.747	0.864	0.947	0.926	0.755	0.87	0.947	0.927
73	False	0.744	0.862	0.947	0.927	0.761	0.873	0.946	0.927
74	False	0.745	0.863	0.947	0.927	0.755	0.87	0.947	0.927
75	False	0.741	0.861	0.948	0.927	0.764	0.875	0.946	0.926
76	False	0.738	0.859	0.948	0.927	0.763	0.874	0.947	0.928
77	False	0.738	0.859	0.948	0.927	0.781	0.885	0.946	0.926
78	False	0.733	0.856	0.948	0.928	0.764	0.875	0.947	0.927
79	False	0.733	0.856	0.948	0.928	0.756	0.869	0.947	0.928
80	False	0.726	0.852	0.949	0.928	0.755	0.87	0.947	0.928
81	False	0.723	0.851	0.949	0.929	0.756	0.87	0.948	0.928
82	False	0.724	0.851	0.949	0.929	0.744	0.863	0.948	0.928
83	False	0.721	0.849	0.949	0.929	0.745	0.864	0.948	0.928
84	False	0.723	0.85	0.949	0.929	0.756	0.87	0.947	0.927
85	False	0.718	0.847	0.949	0.929	0.742	0.862	0.948	0.929
86	False	0.714	0.845	0.95	0.929	0.753	0.868	0.947	0.928
87	False	0.712	0.844	0.95	0.93	0.749	0.866	0.948	0.928
88	False	0.708	0.842	0.95	0.93	0.745	0.864	0.948	0.929
89	False	0.708	0.842	0.95	0.93	0.751	0.866	0.948	0.928
90	False	0.706	0.84	0.95	0.93	0.732	0.856	0.948	0.929
91	False	0.707	0.841	0.95	0.93	0.742	0.861	0.948	0.929
92	False	0.704	0.839	0.95	0.93	0.747	0.865	0.948	0.929
93	False	0.699	0.836	0.951	0.931	0.743	0.863	0.948	0.93
94	False	0.704	0.839	0.95	0.931	0.758	0.871	0.948	0.929
95	False	0.699	0.836	0.951	0.931	0.732	0.857	0.949	0.929
96	False	0.693	0.833	0.951	0.931	0.737	0.859	0.948	0.929
97	False	0.692	0.832	0.951	0.931	0.731	0.856	0.949	0.93
98	False	0.695	0.833	0.951	0.931	0.741	0.861	0.948	0.93
99	False	0.689	0.83	0.951	0.932	0.744	0.863	0.949	0.93
100	False	0.689	0.83	0.951	0.932	0.73	0.855	0.949	0.93
101	False	0.69	0.831	0.951	0.932	0.733	0.857	0.949	0.93
102	False	0.686	0.828	0.952	0.932	0.734	0.857	0.949	0.93
103	False	0.686	0.828	0.952	0.932	0.729	0.855	0.949	0.93
104	False	0.683	0.826	0.952	0.932	0.739	0.861	0.949	0.93
105	False	0.68	0.825	0.952	0.933	0.744	0.863	0.949	0.93
106	False	0.683	0.826	0.952	0.932	0.721	0.85	0.949	0.931
107	False	0.678	0.823	0.952	0.933	0.731	0.855	0.949	0.931
108	False	0.679	0.824	0.952	0.933	0.724	0.851	0.949	0.93
109	False	0.676	0.822	0.952	0.933	0.723	0.851	0.949	0.931
110	False	0.676	0.822	0.952	0.933	0.731	0.855	0.949	0.93
111	False	0.676	0.822	0.952	0.933	0.731	0.856	0.949	0.931
112	False	0.673	0.82	0.953	0.933	0.717	0.847	0.95	0.932
113	False	0.675	0.821	0.952	0.933	0.715	0.846	0.95	0.931
114	False	0.673	0.82	0.953	0.933	0.725	0.852	0.949	0.93
115	False	0.666	0.816	0.953	0.934	0.722	0.85	0.949	0.931
116	False	0.669	0.818	0.953	0.934	0.732	0.856	0.95	0.931
117	False	0.669	0.818	0.953	0.934	0.727	0.853	0.95	0.931
118	False	0.666	0.816	0.953	0.934	0.718	0.848	0.95	0.931
119	False	0.663	0.814	0.953	0.934	0.714	0.845	0.95	0.931
120	False	0.664	0.815	0.953	0.934	0.724	0.852	0.95	0.931
121	False	0.661	0.813	0.953	0.935	0.718	0.848	0.95	0.931
122	False	0.658	0.811	0.954	0.935	0.722	0.85	0.949	0.931
123	False	0.66	0.812	0.954	0.935	0.724	0.851	0.95	0.932
124	False	0.659	0.812	0.954	0.935	0.725	0.852	0.95	0.931
125	False	0.656	0.81	0.954	0.935	0.721	0.85	0.95	0.931
126	False	0.654	0.808	0.954	0.935	0.716	0.847	0.95	0.932
127	False	0.656	0.81	0.954	0.935	0.721	0.85	0.95	0.932
128	False	0.654	0.809	0.954	0.935	0.714	0.846	0.95	0.932
129	True	0.65	0.806	0.954	0.936	0.726	0.852	0.95	0.931
