Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
35	False	0.897	0.947	0.936	0.913	0.853	0.924	0.941	0.92
36	False	0.89	0.943	0.937	0.914	0.883	0.941	0.941	0.92
37	False	0.888	0.942	0.937	0.914	0.83	0.912	0.942	0.921
38	False	0.878	0.937	0.938	0.915	0.825	0.909	0.942	0.921
39	False	0.877	0.936	0.938	0.915	0.825	0.909	0.942	0.921
40	False	0.867	0.931	0.939	0.916	0.825	0.909	0.942	0.922
41	False	0.867	0.931	0.939	0.916	0.811	0.901	0.943	0.923
42	False	0.861	0.928	0.939	0.916	0.804	0.898	0.944	0.923
43	False	0.854	0.924	0.94	0.917	0.808	0.9	0.944	0.923
44	False	0.849	0.921	0.94	0.917	0.817	0.905	0.944	0.924
45	False	0.843	0.918	0.94	0.918	0.802	0.896	0.944	0.923
46	False	0.841	0.917	0.941	0.918	0.794	0.892	0.945	0.925
47	False	0.836	0.914	0.941	0.919	0.798	0.894	0.944	0.924
48	False	0.829	0.91	0.941	0.919	0.784	0.886	0.945	0.926
49	False	0.825	0.908	0.942	0.92	0.795	0.893	0.945	0.925
50	False	0.822	0.907	0.942	0.92	0.791	0.89	0.945	0.926
51	False	0.814	0.902	0.942	0.921	0.784	0.886	0.945	0.925
52	False	0.812	0.901	0.943	0.921	0.781	0.884	0.945	0.926
53	False	0.81	0.9	0.943	0.921	0.794	0.892	0.945	0.926
54	False	0.804	0.896	0.943	0.921	0.793	0.891	0.945	0.926
55	False	0.803	0.896	0.943	0.922	0.769	0.878	0.946	0.926
56	False	0.803	0.896	0.943	0.921	0.778	0.883	0.946	0.927
57	False	0.795	0.892	0.944	0.922	0.795	0.892	0.946	0.927
58	False	0.792	0.89	0.944	0.922	0.774	0.881	0.946	0.927
59	False	0.787	0.887	0.944	0.923	0.76	0.872	0.947	0.928
60	False	0.787	0.887	0.944	0.923	0.772	0.88	0.946	0.927
61	False	0.782	0.884	0.945	0.923	0.754	0.869	0.947	0.928
62	False	0.778	0.882	0.945	0.924	0.762	0.874	0.947	0.928
63	False	0.776	0.881	0.945	0.924	0.758	0.872	0.947	0.928
64	False	0.776	0.881	0.945	0.924	0.783	0.886	0.945	0.926
65	False	0.773	0.879	0.945	0.924	0.748	0.866	0.948	0.929
66	False	0.771	0.878	0.946	0.924	0.754	0.87	0.947	0.929
67	False	0.765	0.874	0.946	0.925	0.76	0.872	0.948	0.929
68	False	0.764	0.874	0.946	0.925	0.746	0.865	0.948	0.929
69	False	0.759	0.871	0.946	0.925	0.743	0.863	0.948	0.929
70	False	0.758	0.871	0.947	0.926	0.754	0.869	0.948	0.929
71	False	0.753	0.868	0.947	0.926	0.759	0.871	0.948	0.929
72	False	0.752	0.867	0.947	0.926	0.739	0.861	0.948	0.93
73	False	0.749	0.866	0.947	0.926	0.746	0.864	0.948	0.929
74	False	0.747	0.864	0.947	0.927	0.74	0.861	0.948	0.93
75	False	0.743	0.862	0.948	0.927	0.765	0.876	0.948	0.93
76	False	0.741	0.861	0.948	0.927	0.739	0.86	0.948	0.93
77	False	0.74	0.86	0.948	0.927	0.728	0.854	0.949	0.93
78	False	0.74	0.86	0.948	0.927	0.736	0.859	0.949	0.931
79	False	0.733	0.856	0.948	0.928	0.729	0.854	0.949	0.931
80	False	0.731	0.855	0.949	0.928	0.733	0.857	0.949	0.931
81	False	0.726	0.852	0.949	0.928	0.751	0.867	0.949	0.93
82	False	0.728	0.853	0.949	0.928	0.751	0.867	0.949	0.93
83	False	0.723	0.85	0.949	0.929	0.734	0.858	0.949	0.931
84	False	0.724	0.851	0.949	0.929	0.733	0.857	0.949	0.93
85	False	0.726	0.852	0.949	0.928	0.734	0.857	0.949	0.93
86	False	0.722	0.85	0.949	0.929	0.75	0.866	0.949	0.93
87	True	0.719	0.848	0.949	0.929	0.737	0.86	0.949	0.93
