Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	1.981	1.408	0.854	0.811	1.493	1.223	0.893	0.859
2	False	1.526	1.236	0.889	0.855	1.624	1.276	0.898	0.865
3	False	1.456	1.207	0.894	0.861	1.338	1.158	0.907	0.876
4	False	1.403	1.184	0.898	0.867	1.35	1.163	0.907	0.877
5	False	1.356	1.165	0.902	0.871	1.332	1.155	0.912	0.882
6	False	1.31	1.144	0.905	0.876	1.218	1.105	0.914	0.885
7	False	1.266	1.125	0.909	0.881	1.191	1.093	0.917	0.889
8	False	1.223	1.106	0.912	0.885	1.157	1.077	0.919	0.893
9	False	1.2	1.095	0.914	0.887	1.105	1.052	0.922	0.896
10	False	1.17	1.081	0.916	0.89	1.096	1.048	0.922	0.895
11	False	1.145	1.07	0.918	0.892	1.121	1.06	0.921	0.894
12	False	1.129	1.062	0.919	0.893	1.073	1.036	0.926	0.901
13	False	1.109	1.053	0.921	0.895	1.044	1.023	0.927	0.902
14	False	1.088	1.043	0.922	0.897	1.003	1.003	0.929	0.905
15	False	1.076	1.037	0.923	0.898	0.983	0.993	0.93	0.907
16	False	1.058	1.028	0.924	0.9	0.986	0.994	0.931	0.907
17	False	1.049	1.024	0.925	0.9	0.965	0.983	0.932	0.908
18	False	1.032	1.016	0.926	0.901	0.959	0.98	0.932	0.908
19	False	1.019	1.009	0.927	0.903	0.946	0.974	0.933	0.909
20	False	1.014	1.007	0.928	0.903	0.952	0.977	0.932	0.908
21	False	1.0	1.0	0.929	0.904	0.957	0.979	0.935	0.912
22	False	0.989	0.994	0.929	0.905	0.933	0.967	0.936	0.912
23	False	0.981	0.99	0.93	0.906	0.917	0.959	0.936	0.913
24	False	0.97	0.985	0.931	0.907	0.905	0.952	0.936	0.913
25	False	0.965	0.983	0.931	0.907	0.898	0.948	0.937	0.915
26	False	0.954	0.977	0.932	0.908	0.894	0.946	0.937	0.914
27	False	0.949	0.974	0.932	0.909	0.889	0.944	0.937	0.914
28	False	0.939	0.969	0.933	0.91	0.876	0.937	0.938	0.916
29	False	0.934	0.966	0.934	0.91	0.878	0.938	0.938	0.916
30	False	0.927	0.963	0.934	0.911	0.869	0.933	0.939	0.916
31	False	0.921	0.96	0.934	0.911	0.858	0.927	0.94	0.918
32	False	0.908	0.953	0.935	0.913	0.873	0.935	0.939	0.917
33	False	0.908	0.953	0.935	0.912	0.874	0.936	0.94	0.917
34	False	0.898	0.948	0.936	0.913	0.847	0.921	0.94	0.918
35	False	0.898	0.948	0.936	0.913	0.843	0.919	0.941	0.919
36	False	0.885	0.941	0.937	0.914	0.843	0.919	0.941	0.919
37	False	0.884	0.94	0.937	0.915	0.846	0.921	0.941	0.92
38	False	0.874	0.935	0.938	0.915	0.828	0.911	0.942	0.92
39	False	0.873	0.934	0.938	0.916	0.829	0.912	0.942	0.92
40	False	0.864	0.93	0.939	0.916	0.819	0.906	0.942	0.92
41	False	0.862	0.929	0.939	0.916	0.82	0.906	0.943	0.921
42	False	0.86	0.927	0.939	0.916	0.817	0.905	0.943	0.922
43	False	0.85	0.922	0.94	0.918	0.812	0.902	0.943	0.922
