Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
33	False	0.908	0.953	0.936	0.913	0.856	0.926	0.94	0.918
34	False	0.9	0.949	0.936	0.913	0.849	0.922	0.94	0.919
35	False	0.896	0.947	0.937	0.914	0.841	0.918	0.941	0.919
36	False	0.886	0.941	0.937	0.915	0.857	0.927	0.941	0.92
37	False	0.881	0.939	0.938	0.915	0.838	0.916	0.941	0.919
38	False	0.874	0.935	0.938	0.916	0.831	0.913	0.941	0.92
39	False	0.872	0.934	0.938	0.916	0.841	0.918	0.941	0.919
40	False	0.866	0.931	0.939	0.916	0.822	0.908	0.942	0.921
41	False	0.863	0.929	0.939	0.916	0.812	0.902	0.943	0.922
42	False	0.857	0.926	0.939	0.917	0.816	0.904	0.943	0.922
43	False	0.848	0.921	0.94	0.918	0.833	0.914	0.942	0.921
44	False	0.846	0.92	0.94	0.918	0.819	0.905	0.943	0.922
45	False	0.844	0.919	0.94	0.918	0.815	0.903	0.943	0.922
46	False	0.839	0.916	0.941	0.919	0.814	0.903	0.943	0.923
47	False	0.839	0.916	0.941	0.919	0.806	0.898	0.943	0.922
48	False	0.831	0.912	0.941	0.919	0.798	0.894	0.944	0.923
49	False	0.826	0.909	0.942	0.92	0.804	0.897	0.944	0.922
50	False	0.826	0.909	0.942	0.92	0.804	0.897	0.944	0.923
51	False	0.815	0.903	0.942	0.921	0.788	0.888	0.944	0.924
52	False	0.814	0.902	0.943	0.921	0.8	0.895	0.944	0.923
53	False	0.814	0.902	0.943	0.921	0.78	0.884	0.945	0.925
54	False	0.804	0.897	0.943	0.922	0.786	0.887	0.945	0.924
55	False	0.804	0.896	0.943	0.922	0.808	0.9	0.944	0.923
56	False	0.802	0.896	0.943	0.922	0.798	0.894	0.945	0.924
57	False	0.795	0.891	0.944	0.923	0.8	0.895	0.945	0.925
58	False	0.793	0.891	0.944	0.923	0.77	0.878	0.946	0.926
59	False	0.787	0.887	0.944	0.923	0.772	0.879	0.946	0.925
60	False	0.79	0.889	0.944	0.923	0.781	0.884	0.946	0.926
61	False	0.785	0.886	0.945	0.923	0.768	0.877	0.946	0.926
62	False	0.784	0.885	0.945	0.923	0.774	0.881	0.946	0.926
63	False	0.78	0.883	0.945	0.924	0.766	0.876	0.946	0.926
64	False	0.776	0.881	0.945	0.924	0.794	0.892	0.946	0.926
65	False	0.77	0.878	0.946	0.925	0.763	0.874	0.946	0.926
66	False	0.769	0.877	0.946	0.925	0.765	0.876	0.946	0.926
67	False	0.769	0.877	0.946	0.925	0.759	0.872	0.947	0.927
68	False	0.763	0.874	0.946	0.925	0.758	0.871	0.947	0.928
69	False	0.764	0.874	0.946	0.925	0.749	0.866	0.947	0.928
70	False	0.758	0.871	0.947	0.926	0.758	0.871	0.947	0.927
71	False	0.752	0.867	0.947	0.926	0.759	0.872	0.947	0.927
72	False	0.753	0.868	0.947	0.926	0.757	0.871	0.947	0.927
73	False	0.747	0.864	0.947	0.927	0.747	0.865	0.948	0.928
74	False	0.75	0.866	0.947	0.926	0.746	0.865	0.947	0.928
75	False	0.745	0.863	0.948	0.927	0.75	0.867	0.947	0.927
76	False	0.744	0.863	0.948	0.927	0.753	0.869	0.948	0.928
77	False	0.74	0.86	0.948	0.927	0.751	0.866	0.947	0.928
78	False	0.738	0.859	0.948	0.928	0.756	0.87	0.947	0.927
79	False	0.739	0.859	0.948	0.927	0.747	0.865	0.948	0.928
80	False	0.732	0.856	0.948	0.928	0.738	0.86	0.948	0.929
81	False	0.731	0.855	0.949	0.928	0.741	0.861	0.948	0.928
82	False	0.734	0.856	0.948	0.928	0.752	0.868	0.947	0.928
83	False	0.729	0.854	0.949	0.928	0.731	0.855	0.948	0.929
84	False	0.723	0.85	0.949	0.929	0.736	0.858	0.949	0.929
85	False	0.725	0.851	0.949	0.929	0.736	0.859	0.948	0.929
86	False	0.725	0.851	0.949	0.929	0.766	0.876	0.948	0.929
87	False	0.72	0.849	0.949	0.929	0.729	0.855	0.949	0.93
88	False	0.714	0.845	0.95	0.93	0.734	0.857	0.948	0.929
89	False	0.717	0.847	0.95	0.929	0.728	0.854	0.949	0.93
90	False	0.712	0.844	0.95	0.93	0.729	0.854	0.949	0.93
91	False	0.71	0.843	0.95	0.93	0.726	0.853	0.949	0.93
92	False	0.706	0.84	0.95	0.93	0.734	0.857	0.949	0.93
93	False	0.708	0.841	0.95	0.93	0.743	0.863	0.949	0.93
94	False	0.707	0.841	0.95	0.93	0.742	0.862	0.948	0.929
95	False	0.703	0.838	0.951	0.931	0.763	0.874	0.948	0.929
96	False	0.701	0.837	0.951	0.931	0.727	0.853	0.949	0.93
97	False	0.698	0.835	0.951	0.931	0.726	0.853	0.949	0.93
98	False	0.697	0.835	0.951	0.931	0.719	0.848	0.95	0.931
99	False	0.695	0.833	0.951	0.931	0.725	0.852	0.949	0.93
100	False	0.695	0.833	0.951	0.932	0.72	0.849	0.949	0.931
101	False	0.694	0.833	0.951	0.932	0.726	0.852	0.949	0.93
102	False	0.69	0.831	0.951	0.932	0.713	0.845	0.95	0.931
103	False	0.688	0.829	0.952	0.932	0.715	0.846	0.95	0.931
104	False	0.688	0.83	0.952	0.932	0.723	0.851	0.95	0.931
105	False	0.687	0.829	0.952	0.932	0.73	0.855	0.95	0.931
106	False	0.686	0.828	0.952	0.932	0.716	0.847	0.95	0.931
107	False	0.684	0.827	0.952	0.932	0.727	0.853	0.949	0.931
108	False	0.68	0.824	0.952	0.933	0.715	0.846	0.95	0.931
109	False	0.68	0.824	0.952	0.933	0.713	0.845	0.95	0.932
110	False	0.678	0.823	0.952	0.933	0.714	0.845	0.95	0.931
111	False	0.681	0.825	0.952	0.933	0.703	0.839	0.951	0.932
112	False	0.675	0.822	0.953	0.933	0.712	0.844	0.95	0.931
113	False	0.675	0.821	0.953	0.933	0.714	0.845	0.95	0.931
114	False	0.676	0.822	0.953	0.933	0.714	0.846	0.95	0.932
115	False	0.673	0.821	0.953	0.933	0.708	0.842	0.95	0.932
116	False	0.667	0.817	0.953	0.934	0.715	0.846	0.95	0.932
117	False	0.67	0.818	0.953	0.934	0.709	0.842	0.95	0.932
118	False	0.671	0.819	0.953	0.934	0.706	0.84	0.95	0.932
119	False	0.668	0.817	0.953	0.934	0.706	0.84	0.95	0.932
120	False	0.663	0.814	0.953	0.934	0.709	0.843	0.951	0.932
121	True	0.664	0.815	0.953	0.934	0.707	0.842	0.95	0.931
