Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	1.989	1.41	0.853	0.81	2.039	1.43	0.893	0.861
2	False	1.529	1.236	0.889	0.854	1.339	1.156	0.905	0.874
3	False	1.452	1.205	0.895	0.862	1.401	1.186	0.906	0.875
4	False	1.405	1.185	0.898	0.866	1.266	1.127	0.91	0.881
5	False	1.35	1.162	0.902	0.871	1.259	1.123	0.911	0.883
6	False	1.314	1.146	0.905	0.875	1.201	1.097	0.915	0.888
7	False	1.273	1.128	0.908	0.879	1.232	1.111	0.916	0.889
8	False	1.236	1.112	0.911	0.883	1.156	1.076	0.918	0.891
9	False	1.205	1.098	0.913	0.886	1.113	1.056	0.922	0.896
10	False	1.176	1.084	0.916	0.889	1.087	1.042	0.924	0.899
11	False	1.156	1.075	0.917	0.891	1.079	1.039	0.925	0.901
12	False	1.134	1.065	0.919	0.892	1.067	1.034	0.926	0.901
13	False	1.117	1.057	0.92	0.894	1.114	1.057	0.927	0.904
14	False	1.098	1.048	0.921	0.896	1.043	1.022	0.927	0.903
15	False	1.081	1.04	0.923	0.897	1.013	1.007	0.929	0.906
16	False	1.069	1.034	0.923	0.898	0.999	1.0	0.93	0.908
17	False	1.052	1.026	0.925	0.899	0.995	0.999	0.931	0.908
18	False	1.039	1.019	0.926	0.901	0.984	0.992	0.933	0.91
19	False	1.026	1.013	0.927	0.902	0.971	0.986	0.933	0.91
20	False	1.015	1.007	0.928	0.903	0.972	0.987	0.934	0.911
21	False	1.003	1.001	0.928	0.904	0.938	0.969	0.934	0.911
22	False	0.992	0.996	0.929	0.905	0.929	0.964	0.935	0.912
23	False	0.984	0.992	0.93	0.905	0.95	0.975	0.935	0.911
24	False	0.974	0.987	0.931	0.906	0.917	0.958	0.936	0.914
25	False	0.966	0.983	0.931	0.907	0.918	0.959	0.936	0.914
26	False	0.957	0.978	0.932	0.908	0.91	0.954	0.938	0.916
27	False	0.95	0.975	0.932	0.909	0.929	0.965	0.937	0.915
28	False	0.941	0.97	0.933	0.909	0.901	0.949	0.938	0.916
29	False	0.932	0.965	0.934	0.91	0.88	0.938	0.939	0.917
30	False	0.926	0.962	0.934	0.911	0.874	0.936	0.939	0.918
31	False	0.92	0.959	0.935	0.911	0.868	0.932	0.939	0.918
32	False	0.914	0.956	0.935	0.912	0.873	0.935	0.939	0.918
33	False	0.908	0.953	0.935	0.912	0.856	0.926	0.94	0.919
34	False	0.897	0.947	0.936	0.913	0.855	0.925	0.94	0.92
35	False	0.891	0.944	0.937	0.914	0.851	0.923	0.94	0.919
36	False	0.883	0.94	0.937	0.915	0.856	0.925	0.941	0.92
37	False	0.882	0.939	0.937	0.915	0.845	0.919	0.941	0.921
38	False	0.873	0.934	0.938	0.915	0.862	0.929	0.941	0.92
39	False	0.87	0.933	0.938	0.915	0.829	0.911	0.942	0.922
40	False	0.863	0.929	0.939	0.916	0.845	0.92	0.942	0.921
41	False	0.86	0.927	0.939	0.916	0.833	0.913	0.942	0.922
42	False	0.852	0.923	0.94	0.917	0.834	0.913	0.942	0.922
43	False	0.847	0.92	0.94	0.917	0.824	0.908	0.943	0.922
44	False	0.845	0.919	0.94	0.918	0.812	0.902	0.943	0.923
45	False	0.839	0.916	0.941	0.918	0.807	0.898	0.944	0.923
46	False	0.833	0.913	0.941	0.919	0.811	0.901	0.943	0.923
47	False	0.831	0.912	0.941	0.919	0.83	0.911	0.943	0.923
48	False	0.827	0.91	0.941	0.919	0.808	0.899	0.944	0.924
49	False	0.821	0.906	0.942	0.92	0.81	0.901	0.944	0.924
50	False	0.819	0.905	0.942	0.92	0.796	0.893	0.945	0.925
51	False	0.813	0.902	0.942	0.921	0.8	0.895	0.944	0.925
52	False	0.807	0.899	0.943	0.921	0.801	0.895	0.944	0.925
53	False	0.807	0.898	0.943	0.921	0.81	0.9	0.944	0.924
54	False	0.801	0.895	0.943	0.921	0.792	0.89	0.945	0.925
55	False	0.797	0.893	0.944	0.922	0.783	0.885	0.945	0.926
56	False	0.797	0.893	0.944	0.922	0.785	0.886	0.945	0.926
57	False	0.79	0.889	0.944	0.922	0.78	0.884	0.945	0.925
58	False	0.793	0.89	0.944	0.922	0.79	0.889	0.945	0.926
59	False	0.786	0.887	0.944	0.923	0.801	0.895	0.945	0.926
60	False	0.785	0.886	0.944	0.923	0.801	0.895	0.946	0.927
61	False	0.775	0.88	0.945	0.924	0.777	0.881	0.946	0.926
62	False	0.776	0.881	0.945	0.924	0.773	0.88	0.946	0.927
63	False	0.775	0.88	0.945	0.924	0.781	0.884	0.946	0.927
64	False	0.768	0.877	0.946	0.924	0.779	0.883	0.947	0.928
65	False	0.767	0.876	0.946	0.925	0.765	0.875	0.947	0.927
66	False	0.765	0.875	0.946	0.925	0.792	0.89	0.947	0.927
67	False	0.764	0.874	0.946	0.925	0.761	0.872	0.947	0.928
68	False	0.756	0.87	0.947	0.926	0.765	0.874	0.947	0.927
69	False	0.753	0.868	0.947	0.926	0.766	0.875	0.947	0.928
70	False	0.751	0.867	0.947	0.926	0.779	0.883	0.947	0.928
71	False	0.748	0.865	0.947	0.926	0.762	0.873	0.947	0.928
72	False	0.752	0.867	0.947	0.926	0.759	0.872	0.948	0.928
73	False	0.743	0.862	0.947	0.927	0.759	0.871	0.947	0.928
