Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
34	False	0.905	0.952	0.936	0.913	0.855	0.926	0.94	0.918
35	False	0.901	0.949	0.936	0.913	0.873	0.935	0.94	0.918
36	False	0.893	0.945	0.937	0.914	0.841	0.918	0.941	0.92
37	False	0.887	0.942	0.937	0.914	0.827	0.91	0.941	0.92
38	False	0.879	0.938	0.938	0.915	0.832	0.913	0.941	0.92
39	False	0.878	0.937	0.938	0.915	0.826	0.91	0.941	0.921
40	False	0.872	0.934	0.938	0.915	0.827	0.91	0.942	0.922
41	False	0.871	0.933	0.938	0.916	0.82	0.906	0.942	0.922
42	False	0.864	0.93	0.939	0.916	0.799	0.895	0.943	0.923
43	False	0.855	0.925	0.939	0.917	0.806	0.899	0.943	0.922
44	False	0.853	0.924	0.939	0.917	0.81	0.9	0.943	0.923
45	False	0.852	0.923	0.94	0.917	0.804	0.897	0.943	0.923
46	False	0.846	0.92	0.94	0.918	0.824	0.908	0.943	0.922
47	False	0.843	0.918	0.94	0.918	0.802	0.897	0.944	0.924
48	False	0.83	0.911	0.941	0.919	0.79	0.89	0.944	0.924
49	False	0.833	0.912	0.941	0.919	0.792	0.89	0.944	0.924
50	False	0.828	0.91	0.941	0.919	0.792	0.891	0.944	0.924
51	False	0.823	0.907	0.942	0.92	0.78	0.884	0.945	0.925
52	False	0.818	0.904	0.942	0.92	0.777	0.882	0.945	0.925
53	False	0.815	0.903	0.942	0.921	0.781	0.884	0.945	0.924
54	False	0.809	0.899	0.943	0.921	0.786	0.887	0.945	0.925
55	False	0.807	0.898	0.943	0.921	0.775	0.881	0.946	0.926
56	False	0.805	0.897	0.943	0.921	0.772	0.879	0.945	0.926
57	False	0.796	0.892	0.944	0.922	0.768	0.877	0.946	0.927
58	False	0.794	0.891	0.944	0.922	0.759	0.872	0.946	0.927
59	False	0.79	0.889	0.944	0.923	0.769	0.877	0.946	0.927
60	False	0.789	0.888	0.944	0.923	0.774	0.88	0.946	0.927
61	False	0.784	0.886	0.945	0.923	0.79	0.889	0.945	0.927
62	False	0.786	0.886	0.944	0.923	0.771	0.879	0.947	0.927
63	False	0.781	0.884	0.945	0.923	0.784	0.886	0.946	0.926
64	False	0.777	0.882	0.945	0.924	0.761	0.873	0.946	0.927
65	False	0.774	0.88	0.945	0.924	0.752	0.868	0.947	0.928
66	False	0.771	0.878	0.946	0.924	0.766	0.875	0.947	0.928
67	False	0.77	0.878	0.946	0.924	0.746	0.864	0.947	0.929
68	False	0.765	0.875	0.946	0.925	0.751	0.867	0.947	0.928
69	False	0.764	0.874	0.946	0.925	0.746	0.865	0.947	0.928
70	False	0.761	0.872	0.946	0.925	0.745	0.864	0.947	0.928
71	False	0.755	0.869	0.947	0.926	0.75	0.867	0.947	0.929
72	False	0.754	0.868	0.947	0.926	0.756	0.87	0.947	0.928
73	False	0.75	0.866	0.947	0.926	0.743	0.863	0.947	0.928
74	False	0.749	0.866	0.947	0.926	0.745	0.864	0.948	0.929
75	False	0.746	0.864	0.947	0.927	0.737	0.859	0.948	0.929
76	False	0.746	0.864	0.947	0.926	0.739	0.86	0.948	0.929
77	False	0.74	0.86	0.948	0.927	0.736	0.859	0.948	0.929
78	False	0.741	0.861	0.948	0.927	0.742	0.862	0.948	0.929
79	False	0.74	0.86	0.948	0.927	0.739	0.86	0.948	0.929
80	False	0.736	0.858	0.948	0.927	0.734	0.857	0.948	0.929
81	False	0.732	0.855	0.948	0.928	0.729	0.854	0.948	0.93
82	False	0.729	0.854	0.949	0.928	0.725	0.852	0.949	0.93
83	False	0.727	0.852	0.949	0.928	0.722	0.85	0.949	0.93
84	False	0.727	0.852	0.949	0.928	0.719	0.848	0.949	0.931
85	False	0.726	0.852	0.949	0.928	0.731	0.856	0.949	0.93
86	False	0.723	0.85	0.949	0.929	0.723	0.851	0.949	0.931
87	False	0.721	0.849	0.949	0.929	0.722	0.851	0.949	0.931
88	False	0.718	0.847	0.949	0.929	0.756	0.87	0.949	0.93
89	False	0.717	0.847	0.949	0.929	0.739	0.86	0.948	0.93
90	False	0.713	0.845	0.95	0.929	0.719	0.848	0.949	0.931
91	False	0.714	0.845	0.95	0.929	0.72	0.848	0.949	0.93
92	False	0.712	0.844	0.95	0.93	0.72	0.85	0.949	0.93
93	False	0.709	0.842	0.95	0.93	0.723	0.851	0.95	0.931
94	True	0.708	0.842	0.95	0.93	0.729	0.855	0.95	0.931
