Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	1.981	1.407	0.854	0.812	1.509	1.23	0.892	0.854
2	False	1.523	1.234	0.889	0.855	1.394	1.182	0.899	0.865
3	False	1.446	1.203	0.895	0.862	1.487	1.221	0.903	0.87
4	False	1.402	1.184	0.898	0.867	1.306	1.144	0.906	0.875
5	False	1.357	1.165	0.902	0.871	1.281	1.133	0.909	0.879
6	False	1.311	1.145	0.905	0.876	1.233	1.112	0.912	0.883
7	False	1.269	1.126	0.909	0.88	1.277	1.131	0.917	0.889
8	False	1.232	1.11	0.911	0.884	1.183	1.089	0.92	0.893
9	False	1.201	1.096	0.914	0.887	1.121	1.06	0.919	0.893
10	False	1.177	1.085	0.915	0.889	1.095	1.048	0.923	0.899
11	False	1.154	1.074	0.917	0.891	1.072	1.037	0.924	0.9
12	False	1.133	1.065	0.919	0.893	1.125	1.062	0.924	0.901
13	False	1.117	1.057	0.92	0.894	1.029	1.016	0.927	0.903
14	False	1.101	1.05	0.921	0.896	1.121	1.06	0.927	0.903
15	False	1.083	1.041	0.923	0.897	1.008	1.005	0.929	0.906
16	False	1.069	1.034	0.924	0.898	0.992	0.997	0.929	0.906
17	False	1.061	1.03	0.924	0.899	1.01	1.004	0.93	0.907
18	False	1.042	1.021	0.926	0.901	0.975	0.989	0.932	0.91
19	False	1.034	1.017	0.926	0.902	0.958	0.98	0.933	0.911
20	False	1.02	1.01	0.927	0.903	0.928	0.964	0.934	0.912
21	False	1.012	1.006	0.928	0.903	0.932	0.966	0.934	0.912
22	False	0.999	0.999	0.929	0.905	0.97	0.986	0.935	0.913
23	False	0.988	0.994	0.93	0.905	0.952	0.976	0.936	0.914
24	False	0.979	0.99	0.93	0.906	0.893	0.946	0.936	0.915
25	False	0.973	0.986	0.931	0.907	0.897	0.949	0.937	0.916
26	False	0.959	0.979	0.932	0.908	0.889	0.944	0.937	0.916
27	False	0.956	0.978	0.932	0.908	0.871	0.934	0.938	0.917
28	False	0.945	0.972	0.933	0.909	0.895	0.947	0.938	0.917
29	False	0.939	0.969	0.933	0.91	0.88	0.939	0.938	0.917
30	False	0.932	0.965	0.934	0.91	0.858	0.927	0.939	0.918
31	False	0.925	0.962	0.934	0.911	0.859	0.928	0.939	0.918
32	False	0.918	0.958	0.935	0.911	0.86	0.928	0.939	0.918
33	False	0.913	0.956	0.935	0.912	0.86	0.927	0.94	0.918
