Cell	Drug
SIDM01668	5278396
SIDM01672	5278396
SIDM01675	5278396
SIDM01676	5278396
SIDM01679	5278396
SIDM01682	5278396
SIDM01685	5278396
SIDM01686	5278396
SIDM01689	5278396
SIDM01690	5278396
SIDM01691	5278396
SIDM01692	5278396
SIDM01693	5278396
SIDM01694	5278396
SIDM01695	5278396
SIDM01696	5278396
SIDM01697	5278396
SIDM01698	5278396
SIDM01699	5278396
SIDM01701	5278396
SIDM01702	5278396
SIDM01703	5278396
SIDM01704	5278396
SIDM01705	5278396
SIDM01709	5278396
SIDM01710	5278396
SIDM01724	5278396
SIDM01725	5278396
SIDM01726	5278396
SIDM01727	5278396
SIDM01728	5278396
SIDM01729	5278396
SIDM01730	5278396
SIDM01734	5278396
SIDM01739	5278396
SIDM01741	5278396
SIDM01743	5278396
SIDM01746	5278396
SIDM01749	5278396
SIDM01750	5278396
SIDM01752	5278396
SIDM01753	5278396
SIDM01756	5278396
SIDM01757	5278396
SIDM01758	5278396
SIDM01759	5278396
SIDM01760	5278396
SIDM01761	5278396
SIDM01762	5278396
SIDM01763	5278396
SIDM01764	5278396
SIDM01765	5278396
SIDM01766	5278396
SIDM01767	5278396
SIDM01768	5278396
SIDM01770	5278396
SIDM01771	5278396
SIDM01772	5278396
SIDM01773	5278396
SIDM01774	5278396
SIDM01775	5278396
SIDM01777	5278396
SIDM01779	5278396
SIDM01780	5278396
SIDM01781	5278396
SIDM01782	5278396
SIDM01820	5278396
SIDM01858	5278396
SIDM01859	5278396
SIDM01873	5278396
SIDM01942	5278396
SIDM01943	5278396
SIDM01944	5278396
SIDM01946	5278396
SIDM01947	5278396
SIDM01948	5278396
SIDM01949	5278396
SIDM01950	5278396
SIDM01951	5278396
SIDM01952	5278396
SIDM01954	5278396
SIDM01955	5278396
SIDM01956	5278396
SIDM01957	5278396
SIDM01958	5278396
SIDM01959	5278396
SIDM01960	5278396
SIDM01961	5278396
SIDM01962	5278396
SIDM01963	5278396
SIDM01964	5278396
SIDM01965	5278396
SIDM01966	5278396
SIDM02010	5278396
SIDM02011	5278396
SIDM02014	5278396
SIDM02015	5278396
SIDM02016	5278396
SIDM02017	5278396
SIDM02018	5278396
SIDM02019	5278396
SIDM02020	5278396
SIDM02021	5278396
SIDM02022	5278396
SIDM02023	5278396
SIDM02024	5278396
SIDM02025	5278396
SIDM02026	5278396
SIDM02027	5278396
SIDM02028	5278396
SIDM02029	5278396
SIDM02030	5278396
SIDM02031	5278396
SIDM02032	5278396
SIDM02034	5278396
SIDM02035	5278396
SIDM02036	5278396
SIDM02037	5278396
SIDM02038	5278396
SIDM02039	5278396
SIDM02040	5278396
SIDM02041	5278396
SIDM02042	5278396
SIDM02043	5278396
SIDM02044	5278396
SIDM02045	5278396
SIDM02046	5278396
SIDM02047	5278396
SIDM02048	5278396
SIDM02049	5278396
SIDM02050	5278396
SIDM02051	5278396
SIDM02052	5278396
SIDM02053	5278396
SIDM02054	5278396
SIDM02055	5278396
SIDM02056	5278396
SIDM02057	5278396
SIDM02058	5278396
SIDM02059	5278396
SIDM02060	5278396
SIDM02061	5278396
SIDM02062	5278396
SIDM02063	5278396
SIDM02064	5278396
SIDM02065	5278396
SIDM02066	5278396
SIDM02067	5278396
SIDM02068	5278396
SIDM02069	5278396
SIDM02070	5278396
SIDM02071	5278396
SIDM02072	5278396
SIDM02073	5278396
SIDM02074	5278396
SIDM02075	5278396
SIDM02076	5278396
SIDM02077	5278396
SIDM02078	5278396
SIDM02079	5278396
SIDM02080	5278396
SIDM00001	300471
SIDM00002	300471
SIDM00005	300471
SIDM00006	300471
SIDM00007	300471
SIDM00008	300471
SIDM00009	300471
SIDM00011	300471
SIDM00014	300471
SIDM00015	300471
SIDM00016	300471
SIDM00017	300471
SIDM00018	300471
SIDM00025	300471
SIDM00026	300471
SIDM00027	300471
SIDM00029	300471
SIDM00032	300471
SIDM00036	300471
SIDM00054	300471
SIDM00057	300471
SIDM00062	300471
SIDM00063	300471
SIDM00065	300471
SIDM00068	300471
SIDM00070	300471
SIDM00071	300471
SIDM00074	300471
SIDM00093	300471
SIDM00131	300471
SIDM00147	300471
SIDM00153	300471
SIDM00158	300471
SIDM00159	300471
SIDM00160	300471
SIDM00161	300471
SIDM00162	300471
SIDM00163	300471
SIDM00164	300471
SIDM00165	300471
SIDM00166	300471
SIDM00167	300471
SIDM00168	300471
SIDM00169	300471
SIDM00170	300471
SIDM00171	300471
SIDM00173	300471
SIDM00192	300471
SIDM00226	300471
SIDM00228	300471
SIDM00248	300471
SIDM00265	300471
SIDM00298	300471
SIDM00307	300471
SIDM00314	300471
SIDM00397	300471
SIDM00414	300471
SIDM00452	300471
SIDM00497	300471
SIDM00500	300471
SIDM00536	300471
SIDM00546	300471
SIDM00593	300471
SIDM00595	300471
SIDM00605	300471
SIDM00610	300471
SIDM00634	300471
SIDM00636	300471
SIDM00639	300471
SIDM00644	300471
SIDM00757	300471
SIDM00775	300471
SIDM00780	300471
SIDM00784	300471
SIDM00800	300471
SIDM00823	300471
SIDM00836	300471
SIDM00840	300471
SIDM00851	300471
SIDM00862	300471
SIDM00894	300471
SIDM00897	300471
SIDM00904	300471
SIDM00914	300471
SIDM00915	300471
SIDM00945	300471
SIDM00960	300471
SIDM00979	300471
SIDM00991	300471
SIDM01022	300471
SIDM01050	300471
SIDM01061	300471
SIDM01063	300471
SIDM01074	300471
SIDM01151	300471
SIDM01158	300471
SIDM01167	300471
SIDM01195	300471
SIDM01215	300471
SIDM01222	300471
SIDM01241	300471
SIDM01254	300471
SIDM01257	300471
SIDM01266	300471
SIDM01267	300471
SIDM01268	300471
SIDM01269	300471
SIDM01270	300471
SIDM01271	300471
SIDM01272	300471
SIDM01273	300471
SIDM01274	300471
SIDM01275	300471
SIDM01276	300471
SIDM01277	300471
SIDM01278	300471
SIDM01279	300471
SIDM01280	300471
SIDM01281	300471
SIDM01282	300471
SIDM01283	300471
SIDM01284	300471
SIDM01285	300471
SIDM01286	300471
SIDM01287	300471
SIDM01288	300471
SIDM01289	300471
SIDM01290	300471
SIDM01291	300471
SIDM01292	300471
SIDM01293	300471
SIDM01294	300471
SIDM01295	300471
SIDM01296	300471
SIDM01297	300471
SIDM01298	300471
SIDM01299	300471
SIDM01301	300471
SIDM01302	300471
SIDM01303	300471
SIDM01304	300471
SIDM01305	300471
SIDM01306	300471
SIDM01307	300471
SIDM01309	300471
SIDM01310	300471
SIDM01311	300471
SIDM01312	300471
SIDM01313	300471
SIDM01314	300471
SIDM01316	300471
SIDM01318	300471
SIDM01320	300471
SIDM01321	300471
SIDM01322	300471
SIDM01323	300471
SIDM01324	300471
SIDM01325	300471
SIDM01331	300471
SIDM01332	300471
SIDM01335	300471
SIDM01336	300471
SIDM01343	300471
SIDM01347	300471
SIDM01363	300471
SIDM01368	300471
SIDM01372	300471
SIDM01377	300471
SIDM01378	300471
SIDM01387	300471
SIDM01391	300471
SIDM01393	300471
SIDM01394	300471
SIDM01397	300471
SIDM01398	300471
SIDM01409	300471
SIDM01411	300471
SIDM01412	300471
SIDM01413	300471
SIDM01432	300471
SIDM01433	300471
SIDM01434	300471
SIDM01435	300471
SIDM01436	300471
SIDM01437	300471
SIDM01439	300471
SIDM01442	300471
SIDM01443	300471
SIDM01444	300471
SIDM01445	300471
SIDM01446	300471
SIDM01447	300471
SIDM01449	300471
SIDM01450	300471
SIDM01451	300471
SIDM01454	300471
SIDM01460	300471
SIDM01463	300471
SIDM01464	300471
SIDM01469	300471
SIDM01470	300471
SIDM01471	300471
SIDM01472	300471
SIDM01473	300471
SIDM01474	300471
SIDM01476	300471
SIDM01479	300471
SIDM01480	300471
SIDM01482	300471
SIDM01483	300471
SIDM01490	300471
SIDM01491	300471
SIDM01492	300471
SIDM01494	300471
SIDM01498	300471
SIDM01502	300471
SIDM01503	300471
SIDM01504	300471
SIDM01510	300471
SIDM01511	300471
SIDM01512	300471
SIDM01517	300471
SIDM01518	300471
SIDM01519	300471
SIDM01520	300471
SIDM01522	300471
SIDM01523	300471
SIDM01525	300471
SIDM01526	300471
SIDM01528	300471
SIDM01529	300471
SIDM01530	300471
SIDM01531	300471
SIDM01545	300471
SIDM01546	300471
SIDM01551	300471
SIDM01553	300471
SIDM01554	300471
SIDM01556	300471
SIDM01559	300471
SIDM01560	300471
SIDM01561	300471
SIDM01563	300471
SIDM01564	300471
SIDM01565	300471
SIDM01566	300471
SIDM01567	300471
SIDM01569	300471
SIDM01570	300471
SIDM01571	300471
SIDM01572	300471
SIDM01573	300471
SIDM01574	300471
SIDM01575	300471
SIDM01577	300471
SIDM01578	300471
SIDM01580	300471
SIDM01581	300471
SIDM01582	300471
SIDM01587	300471
SIDM01588	300471
SIDM01589	300471
SIDM01590	300471
SIDM01591	300471
SIDM01593	300471
SIDM01594	300471
SIDM01596	300471
SIDM01598	300471
SIDM01602	300471
SIDM01603	300471
SIDM01604	300471
SIDM01605	300471
SIDM01606	300471
SIDM01607	300471
SIDM01608	300471
SIDM01609	300471
SIDM01611	300471
SIDM01612	300471
SIDM01613	300471
SIDM01614	300471
SIDM01615	300471
SIDM01616	300471
SIDM01617	300471
SIDM01618	300471
SIDM01619	300471
SIDM01622	300471
SIDM01624	300471
SIDM01628	300471
SIDM01629	300471
SIDM01635	300471
SIDM01640	300471
SIDM01657	300471
SIDM01658	300471
SIDM01659	300471
SIDM01660	300471
SIDM01662	300471
SIDM01664	300471
SIDM01667	300471
SIDM01668	300471
SIDM01672	300471
SIDM01675	300471
SIDM01676	300471
SIDM01679	300471
SIDM01682	300471
SIDM01685	300471
SIDM01686	300471
SIDM01689	300471
SIDM01690	300471
SIDM01691	300471
SIDM01692	300471
SIDM01693	300471
SIDM01694	300471
SIDM01695	300471
SIDM01696	300471
SIDM01697	300471
SIDM01698	300471
SIDM01699	300471
SIDM01701	300471
SIDM01702	300471
SIDM01703	300471
SIDM01704	300471
SIDM01705	300471
SIDM01709	300471
SIDM01710	300471
SIDM01724	300471
SIDM01725	300471
SIDM01726	300471
SIDM01727	300471
SIDM01728	300471
SIDM01729	300471
SIDM01730	300471
SIDM01734	300471
SIDM01739	300471
SIDM01741	300471
SIDM01743	300471
SIDM01746	300471
SIDM01749	300471
SIDM01750	300471
SIDM01752	300471
SIDM01753	300471
SIDM01756	300471
SIDM01757	300471
SIDM01758	300471
SIDM01759	300471
SIDM01760	300471
SIDM01761	300471
SIDM01762	300471
SIDM01763	300471
SIDM01764	300471
SIDM01765	300471
SIDM01766	300471
SIDM01767	300471
SIDM01768	300471
SIDM01770	300471
SIDM01771	300471
SIDM01772	300471
SIDM01773	300471
SIDM01774	300471
SIDM01775	300471
SIDM01777	300471
SIDM01779	300471
SIDM01780	300471
SIDM01781	300471
SIDM01782	300471
SIDM01820	300471
SIDM01858	300471
SIDM01859	300471
SIDM01873	300471
SIDM01942	300471
SIDM01943	300471
SIDM01944	300471
SIDM01946	300471
SIDM01947	300471
SIDM01948	300471
SIDM01949	300471
SIDM01950	300471
SIDM01951	300471
SIDM01952	300471
SIDM01954	300471
SIDM01955	300471
SIDM01956	300471
SIDM01957	300471
SIDM01958	300471
SIDM01959	300471
SIDM01960	300471
SIDM01961	300471
SIDM01962	300471
SIDM01963	300471
SIDM01964	300471
SIDM01965	300471
SIDM01966	300471
SIDM02010	300471
SIDM02011	300471
SIDM02014	300471
SIDM02015	300471
SIDM02016	300471
SIDM02017	300471
SIDM02018	300471
SIDM02019	300471
SIDM02020	300471
SIDM02021	300471
SIDM02022	300471
SIDM02023	300471
SIDM02024	300471
SIDM02025	300471
SIDM02026	300471
SIDM02027	300471
SIDM02028	300471
SIDM02029	300471
SIDM02030	300471
SIDM02031	300471
SIDM02032	300471
SIDM02034	300471
SIDM02035	300471
SIDM02036	300471
SIDM02037	300471
SIDM02038	300471
SIDM02039	300471
SIDM02040	300471
SIDM02041	300471
SIDM02042	300471
SIDM02043	300471
SIDM02044	300471
SIDM02045	300471
SIDM02046	300471
SIDM02047	300471
SIDM02048	300471
SIDM02049	300471
SIDM02050	300471
SIDM02051	300471
SIDM02052	300471
SIDM02053	300471
SIDM02054	300471
SIDM02055	300471
SIDM02056	300471
SIDM02057	300471
SIDM02058	300471
SIDM02059	300471
SIDM02060	300471
SIDM02061	300471
SIDM02062	300471
SIDM02063	300471
SIDM02064	300471
SIDM02065	300471
SIDM02066	300471
SIDM02067	300471
SIDM02068	300471
SIDM02069	300471
SIDM02070	300471
SIDM02071	300471
SIDM02072	300471
SIDM02073	300471
SIDM02074	300471
SIDM02075	300471
SIDM02076	300471
SIDM02077	300471
SIDM02078	300471
SIDM02079	300471
SIDM02080	300471
SIDM00001	10184653
SIDM00002	10184653
SIDM00005	10184653
SIDM00006	10184653
SIDM00007	10184653
SIDM00008	10184653
SIDM00009	10184653
SIDM00011	10184653
SIDM00014	10184653
SIDM00015	10184653
SIDM00016	10184653
SIDM00017	10184653
SIDM00018	10184653
SIDM00025	10184653
SIDM00026	10184653
SIDM00027	10184653
SIDM00029	10184653
SIDM00032	10184653
SIDM00036	10184653
SIDM00054	10184653
SIDM00057	10184653
SIDM00062	10184653
SIDM00063	10184653
SIDM00065	10184653
SIDM00068	10184653
SIDM00070	10184653
SIDM00071	10184653
SIDM00074	10184653
SIDM00093	10184653
SIDM00131	10184653
SIDM00147	10184653
SIDM00153	10184653
SIDM00158	10184653
SIDM00159	10184653
SIDM00160	10184653
SIDM00161	10184653
SIDM00162	10184653
SIDM00163	10184653
SIDM00164	10184653
SIDM00165	10184653
SIDM00166	10184653
SIDM00167	10184653
SIDM00168	10184653
SIDM00169	10184653
SIDM00170	10184653
SIDM00171	10184653
SIDM00173	10184653
SIDM00192	10184653
SIDM00226	10184653
SIDM00228	10184653
SIDM00248	10184653
SIDM00265	10184653
SIDM00298	10184653
SIDM00307	10184653
SIDM00314	10184653
SIDM00397	10184653
SIDM00414	10184653
SIDM00452	10184653
SIDM00497	10184653
SIDM00500	10184653
SIDM00536	10184653
SIDM00546	10184653
SIDM00593	10184653
SIDM00595	10184653
SIDM00605	10184653
SIDM00610	10184653
SIDM00634	10184653
SIDM00636	10184653
SIDM00639	10184653
SIDM00644	10184653
SIDM00757	10184653
SIDM00775	10184653
SIDM00780	10184653
SIDM00784	10184653
SIDM00800	10184653
SIDM00823	10184653
SIDM00836	10184653
SIDM00840	10184653
SIDM00851	10184653
SIDM00862	10184653
SIDM00894	10184653
SIDM00897	10184653
SIDM00904	10184653
SIDM00914	10184653
SIDM00915	10184653
SIDM00945	10184653
SIDM00960	10184653
SIDM00979	10184653
SIDM00991	10184653
SIDM01022	10184653
SIDM01050	10184653
SIDM01061	10184653
SIDM01063	10184653
SIDM01074	10184653
SIDM01151	10184653
SIDM01158	10184653
SIDM01167	10184653
SIDM01195	10184653
SIDM01215	10184653
SIDM01222	10184653
SIDM01241	10184653
SIDM01254	10184653
SIDM01257	10184653
SIDM01266	10184653
SIDM01267	10184653
SIDM01268	10184653
SIDM01269	10184653
SIDM01270	10184653
SIDM01271	10184653
SIDM01272	10184653
SIDM01273	10184653
SIDM01274	10184653
SIDM01275	10184653
SIDM01276	10184653
SIDM01277	10184653
SIDM01278	10184653
SIDM01279	10184653
SIDM01280	10184653
SIDM01281	10184653
SIDM01282	10184653
SIDM01283	10184653
SIDM01284	10184653
SIDM01285	10184653
SIDM01286	10184653
SIDM01287	10184653
SIDM01288	10184653
SIDM01289	10184653
SIDM01290	10184653
SIDM01291	10184653
SIDM01292	10184653
SIDM01293	10184653
SIDM01294	10184653
SIDM01295	10184653
SIDM01296	10184653
SIDM01297	10184653
SIDM01298	10184653
SIDM01299	10184653
SIDM01301	10184653
SIDM01302	10184653
SIDM01303	10184653
SIDM01304	10184653
SIDM01305	10184653
SIDM01306	10184653
SIDM01307	10184653
SIDM01309	10184653
SIDM01310	10184653
SIDM01311	10184653
SIDM01312	10184653
SIDM01313	10184653
SIDM01314	10184653
SIDM01316	10184653
SIDM01318	10184653
SIDM01320	10184653
SIDM01321	10184653
SIDM01322	10184653
SIDM01323	10184653
SIDM01324	10184653
SIDM01325	10184653
SIDM01331	10184653
SIDM01332	10184653
SIDM01335	10184653
SIDM01336	10184653
SIDM01343	10184653
SIDM01347	10184653
SIDM01363	10184653
SIDM01368	10184653
SIDM01372	10184653
SIDM01377	10184653
SIDM01378	10184653
SIDM01387	10184653
SIDM01391	10184653
SIDM01393	10184653
SIDM01394	10184653
SIDM01397	10184653
SIDM01398	10184653
SIDM01409	10184653
SIDM01411	10184653
SIDM01412	10184653
SIDM01413	10184653
SIDM01432	10184653
SIDM01433	10184653
SIDM01434	10184653
SIDM01435	10184653
SIDM01436	10184653
SIDM01437	10184653
SIDM01439	10184653
SIDM01442	10184653
SIDM01443	10184653
SIDM01444	10184653
SIDM01445	10184653
SIDM01446	10184653
SIDM01447	10184653
SIDM01449	10184653
SIDM01450	10184653
SIDM01451	10184653
SIDM01454	10184653
SIDM01460	10184653
SIDM01463	10184653
SIDM01464	10184653
SIDM01469	10184653
SIDM01470	10184653
SIDM01471	10184653
SIDM01472	10184653
SIDM01473	10184653
SIDM01474	10184653
SIDM01476	10184653
SIDM01479	10184653
SIDM01480	10184653
SIDM01482	10184653
SIDM01483	10184653
SIDM01490	10184653
SIDM01491	10184653
SIDM01492	10184653
SIDM01494	10184653
SIDM01498	10184653
SIDM01502	10184653
SIDM01503	10184653
SIDM01504	10184653
SIDM01510	10184653
SIDM01511	10184653
SIDM01512	10184653
SIDM01517	10184653
SIDM01518	10184653
SIDM01519	10184653
SIDM01520	10184653
SIDM01522	10184653
SIDM01523	10184653
SIDM01525	10184653
SIDM01526	10184653
SIDM01528	10184653
SIDM01529	10184653
SIDM01530	10184653
SIDM01531	10184653
SIDM01545	10184653
SIDM01546	10184653
SIDM01551	10184653
SIDM01553	10184653
SIDM01554	10184653
SIDM01556	10184653
SIDM01559	10184653
SIDM01560	10184653
SIDM01561	10184653
SIDM01563	10184653
SIDM01564	10184653
SIDM01565	10184653
SIDM01566	10184653
SIDM01567	10184653
SIDM01569	10184653
SIDM01570	10184653
SIDM01571	10184653
SIDM01572	10184653
SIDM01573	10184653
SIDM01574	10184653
SIDM01575	10184653
SIDM01577	10184653
SIDM01578	10184653
SIDM01580	10184653
SIDM01581	10184653
SIDM01582	10184653
SIDM01587	10184653
SIDM01588	10184653
SIDM01589	10184653
SIDM01590	10184653
SIDM01591	10184653
SIDM01593	10184653
SIDM01594	10184653
SIDM01596	10184653
SIDM01598	10184653
SIDM01602	10184653
SIDM01603	10184653
SIDM01604	10184653
SIDM01605	10184653
SIDM01606	10184653
SIDM01607	10184653
SIDM01608	10184653
SIDM01609	10184653
SIDM01611	10184653
SIDM01612	10184653
SIDM01613	10184653
SIDM01614	10184653
SIDM01615	10184653
SIDM01616	10184653
SIDM01617	10184653
SIDM01618	10184653
SIDM01619	10184653
SIDM01622	10184653
SIDM01624	10184653
SIDM01628	10184653
SIDM01629	10184653
SIDM01635	10184653
SIDM01640	10184653
SIDM01657	10184653
SIDM01658	10184653
SIDM01659	10184653
SIDM01660	10184653
SIDM01662	10184653
SIDM01664	10184653
SIDM01667	10184653
SIDM01668	10184653
SIDM01672	10184653
SIDM01675	10184653
SIDM01676	10184653
SIDM01679	10184653
SIDM01682	10184653
SIDM01685	10184653
SIDM01686	10184653
SIDM01689	10184653
SIDM01690	10184653
SIDM01691	10184653
SIDM01692	10184653
SIDM01693	10184653
SIDM01694	10184653
SIDM01695	10184653
SIDM01696	10184653
SIDM01697	10184653
SIDM01698	10184653
SIDM01699	10184653
SIDM01701	10184653
SIDM01702	10184653
SIDM01703	10184653
SIDM01704	10184653
SIDM01705	10184653
SIDM01709	10184653
SIDM01710	10184653
SIDM01724	10184653
SIDM01725	10184653
SIDM01726	10184653
SIDM01727	10184653
SIDM01728	10184653
SIDM01729	10184653
SIDM01730	10184653
SIDM01734	10184653
SIDM01739	10184653
SIDM01741	10184653
SIDM01743	10184653
SIDM01746	10184653
SIDM01749	10184653
SIDM01750	10184653
SIDM01752	10184653
SIDM01753	10184653
SIDM01756	10184653
SIDM01757	10184653
SIDM01758	10184653
SIDM01759	10184653
SIDM01760	10184653
SIDM01761	10184653
SIDM01762	10184653
SIDM01763	10184653
SIDM01764	10184653
SIDM01765	10184653
SIDM01766	10184653
SIDM01767	10184653
SIDM01768	10184653
SIDM01770	10184653
SIDM01771	10184653
SIDM01772	10184653
SIDM01773	10184653
SIDM01774	10184653
SIDM01775	10184653
SIDM01777	10184653
SIDM01779	10184653
SIDM01780	10184653
SIDM01781	10184653
SIDM01782	10184653
SIDM01820	10184653
SIDM01858	10184653
SIDM01859	10184653
SIDM01873	10184653
SIDM01942	10184653
SIDM01943	10184653
SIDM01944	10184653
SIDM01946	10184653
SIDM01947	10184653
SIDM01948	10184653
SIDM01949	10184653
SIDM01950	10184653
SIDM01951	10184653
SIDM01952	10184653
SIDM01954	10184653
SIDM01955	10184653
SIDM01956	10184653
SIDM01957	10184653
SIDM01958	10184653
SIDM01959	10184653
SIDM01960	10184653
SIDM01961	10184653
SIDM01962	10184653
SIDM01963	10184653
SIDM01964	10184653
SIDM01965	10184653
SIDM01966	10184653
SIDM02010	10184653
SIDM02011	10184653
SIDM02014	10184653
SIDM02015	10184653
SIDM02016	10184653
SIDM02017	10184653
SIDM02018	10184653
SIDM02019	10184653
SIDM02020	10184653
SIDM02021	10184653
SIDM02022	10184653
SIDM02023	10184653
SIDM02024	10184653
SIDM02025	10184653
SIDM02026	10184653
SIDM02027	10184653
SIDM02028	10184653
SIDM02029	10184653
SIDM02030	10184653
SIDM02031	10184653
SIDM02032	10184653
SIDM02034	10184653
SIDM02035	10184653
SIDM02036	10184653
SIDM02037	10184653
SIDM02038	10184653
SIDM02039	10184653
SIDM02040	10184653
SIDM02041	10184653
SIDM02042	10184653
SIDM02043	10184653
SIDM02044	10184653
SIDM02045	10184653
SIDM02046	10184653
SIDM02047	10184653
SIDM02048	10184653
SIDM02049	10184653
SIDM02050	10184653
SIDM02051	10184653
SIDM02052	10184653
SIDM02053	10184653
SIDM02054	10184653
SIDM02055	10184653
SIDM02056	10184653
SIDM02057	10184653
SIDM02058	10184653
SIDM02059	10184653
SIDM02060	10184653
SIDM02061	10184653
SIDM02062	10184653
SIDM02063	10184653
SIDM02064	10184653
SIDM02065	10184653
SIDM02066	10184653
SIDM02067	10184653
SIDM02068	10184653
SIDM02069	10184653
SIDM02070	10184653
SIDM02071	10184653
SIDM02072	10184653
SIDM02073	10184653
SIDM02074	10184653
SIDM02075	10184653
SIDM02076	10184653
SIDM02077	10184653
SIDM02078	10184653
SIDM02079	10184653
SIDM02080	10184653
SIDM00001	24776445
SIDM00002	24776445
SIDM00005	24776445
SIDM00006	24776445
SIDM00007	24776445
SIDM00008	24776445
SIDM00009	24776445
SIDM00011	24776445
SIDM00014	24776445
SIDM00015	24776445
SIDM00016	24776445
SIDM00017	24776445
SIDM00018	24776445
SIDM00025	24776445
SIDM00026	24776445
SIDM00027	24776445
SIDM00029	24776445
SIDM00032	24776445
SIDM00036	24776445
SIDM00054	24776445
SIDM00057	24776445
SIDM00062	24776445
SIDM00063	24776445
SIDM00065	24776445
SIDM00068	24776445
SIDM00070	24776445
SIDM00071	24776445
SIDM00074	24776445
SIDM00093	24776445
SIDM00131	24776445
SIDM00147	24776445
SIDM00153	24776445
SIDM00158	24776445
SIDM00159	24776445
SIDM00160	24776445
SIDM00161	24776445
SIDM00162	24776445
SIDM00163	24776445
SIDM00164	24776445
SIDM00165	24776445
SIDM00166	24776445
SIDM00167	24776445
SIDM00168	24776445
SIDM00169	24776445
SIDM00170	24776445
SIDM00171	24776445
SIDM00173	24776445
SIDM00192	24776445
SIDM00226	24776445
SIDM00228	24776445
SIDM00248	24776445
SIDM00265	24776445
SIDM00298	24776445
SIDM00307	24776445
SIDM00314	24776445
SIDM00397	24776445
SIDM00414	24776445
SIDM00452	24776445
SIDM00497	24776445
SIDM00500	24776445
SIDM00536	24776445
SIDM00546	24776445
SIDM00593	24776445
SIDM00595	24776445
SIDM00605	24776445
SIDM00610	24776445
SIDM00634	24776445
SIDM00636	24776445
SIDM00639	24776445
SIDM00644	24776445
SIDM00757	24776445
SIDM00775	24776445
SIDM00780	24776445
SIDM00784	24776445
SIDM00800	24776445
SIDM00823	24776445
SIDM00836	24776445
SIDM00840	24776445
SIDM00851	24776445
SIDM00862	24776445
SIDM00894	24776445
SIDM00897	24776445
SIDM00904	24776445
SIDM00914	24776445
SIDM00915	24776445
SIDM00945	24776445
SIDM00960	24776445
SIDM00979	24776445
SIDM00991	24776445
SIDM01022	24776445
SIDM01050	24776445
SIDM01061	24776445
SIDM01063	24776445
SIDM01074	24776445
SIDM01151	24776445
SIDM01158	24776445
SIDM01167	24776445
SIDM01195	24776445
SIDM01215	24776445
SIDM01222	24776445
SIDM01241	24776445
SIDM01254	24776445
SIDM01257	24776445
SIDM01266	24776445
SIDM01267	24776445
SIDM01268	24776445
SIDM01269	24776445
SIDM01270	24776445
SIDM01271	24776445
SIDM01272	24776445
SIDM01273	24776445
SIDM01274	24776445
SIDM01275	24776445
SIDM01276	24776445
SIDM01277	24776445
SIDM01278	24776445
SIDM01279	24776445
SIDM01280	24776445
SIDM01281	24776445
SIDM01282	24776445
SIDM01283	24776445
SIDM01284	24776445
SIDM01285	24776445
SIDM01286	24776445
SIDM01287	24776445
SIDM01288	24776445
SIDM01289	24776445
SIDM01290	24776445
SIDM01291	24776445
SIDM01292	24776445
SIDM01293	24776445
SIDM01294	24776445
SIDM01295	24776445
SIDM01296	24776445
SIDM01297	24776445
SIDM01298	24776445
SIDM01299	24776445
SIDM01301	24776445
SIDM01302	24776445
SIDM01303	24776445
SIDM01304	24776445
SIDM01305	24776445
SIDM01306	24776445
SIDM01307	24776445
SIDM01309	24776445
SIDM01310	24776445
SIDM01311	24776445
SIDM01312	24776445
SIDM01313	24776445
SIDM01314	24776445
SIDM01316	24776445
SIDM01318	24776445
SIDM01320	24776445
SIDM01321	24776445
SIDM01322	24776445
SIDM01323	24776445
SIDM01324	24776445
SIDM01325	24776445
SIDM01331	24776445
SIDM01332	24776445
SIDM01335	24776445
SIDM01336	24776445
SIDM01343	24776445
SIDM01347	24776445
SIDM01363	24776445
SIDM01368	24776445
SIDM01372	24776445
SIDM01377	24776445
SIDM01378	24776445
SIDM01387	24776445
SIDM01391	24776445
SIDM01393	24776445
SIDM01394	24776445
SIDM01397	24776445
SIDM01398	24776445
SIDM01409	24776445
SIDM01411	24776445
SIDM01412	24776445
SIDM01413	24776445
SIDM01432	24776445
SIDM01433	24776445
SIDM01434	24776445
SIDM01435	24776445
SIDM01436	24776445
SIDM01437	24776445
SIDM01439	24776445
SIDM01442	24776445
SIDM01443	24776445
SIDM01444	24776445
SIDM01445	24776445
SIDM01446	24776445
SIDM01447	24776445
SIDM01449	24776445
SIDM01450	24776445
SIDM01451	24776445
SIDM01454	24776445
SIDM01460	24776445
SIDM01463	24776445
SIDM01464	24776445
SIDM01469	24776445
SIDM01470	24776445
SIDM01471	24776445
SIDM01472	24776445
SIDM01473	24776445
SIDM01474	24776445
SIDM01476	24776445
SIDM01479	24776445
SIDM01480	24776445
SIDM01482	24776445
SIDM01483	24776445
SIDM01490	24776445
SIDM01491	24776445
SIDM01492	24776445
SIDM01494	24776445
SIDM01498	24776445
SIDM01502	24776445
SIDM01503	24776445
SIDM01504	24776445
SIDM01510	24776445
SIDM01511	24776445
SIDM01512	24776445
SIDM01517	24776445
SIDM01518	24776445
SIDM01519	24776445
SIDM01520	24776445
SIDM01522	24776445
SIDM01523	24776445
SIDM01525	24776445
SIDM01526	24776445
SIDM01528	24776445
SIDM01529	24776445
SIDM01530	24776445
SIDM01531	24776445
SIDM01545	24776445
