Epoch	Early_Stop	Train_MSE	Train_RMSE	Train_PCC	Train_SCC	Valid_MSE	Valid_RMSE	Valid_PCC	Valid_SCC
1	False	1.963	1.401	0.855	0.813	1.9	1.378	0.861	0.818
2	False	1.513	1.23	0.89	0.855	1.837	1.356	0.872	0.834
3	False	1.433	1.197	0.896	0.863	1.814	1.347	0.875	0.84
4	False	1.38	1.175	0.9	0.869	1.77	1.33	0.874	0.836
5	False	1.342	1.158	0.903	0.872	1.735	1.317	0.876	0.839
6	False	1.299	1.14	0.906	0.876	1.706	1.306	0.877	0.841
7	False	1.249	1.118	0.91	0.881	1.704	1.306	0.879	0.843
8	False	1.217	1.103	0.913	0.885	1.691	1.3	0.879	0.844
9	False	1.191	1.091	0.914	0.887	1.684	1.298	0.881	0.846
10	False	1.159	1.077	0.917	0.89	1.631	1.277	0.883	0.849
11	False	1.137	1.066	0.919	0.892	1.66	1.289	0.879	0.843
12	False	1.116	1.056	0.92	0.894	1.777	1.333	0.881	0.846
13	False	1.097	1.047	0.922	0.896	1.705	1.306	0.885	0.852
14	False	1.082	1.039	0.923	0.897	1.58	1.257	0.885	0.852
15	False	1.067	1.032	0.924	0.898	1.601	1.266	0.884	0.85
16	False	1.048	1.024	0.925	0.9	1.651	1.285	0.884	0.851
17	False	1.035	1.018	0.926	0.901	1.565	1.251	0.886	0.853
18	False	1.022	1.011	0.927	0.902	1.611	1.269	0.884	0.851
19	False	1.012	1.006	0.928	0.903	1.602	1.266	0.883	0.849
20	False	1.003	1.001	0.929	0.904	1.607	1.268	0.884	0.851
21	False	0.993	0.997	0.929	0.905	1.598	1.264	0.883	0.849
22	False	0.984	0.991	0.93	0.906	1.598	1.264	0.884	0.85
23	False	0.976	0.987	0.931	0.906	1.605	1.267	0.884	0.851
24	False	0.966	0.983	0.931	0.907	1.592	1.262	0.887	0.854
25	False	0.959	0.979	0.932	0.908	1.743	1.32	0.884	0.851
26	False	0.948	0.974	0.933	0.908	1.613	1.27	0.886	0.854
27	False	0.941	0.97	0.933	0.909	1.56	1.249	0.886	0.853
28	False	0.932	0.965	0.934	0.91	1.583	1.258	0.885	0.851
29	False	0.927	0.963	0.934	0.911	1.612	1.27	0.886	0.853
30	False	0.918	0.958	0.935	0.911	1.676	1.295	0.885	0.852
31	False	0.912	0.955	0.935	0.912	1.641	1.281	0.884	0.85
32	False	0.905	0.951	0.936	0.913	1.582	1.258	0.885	0.851
33	False	0.899	0.948	0.936	0.913	1.607	1.268	0.883	0.85
34	False	0.892	0.944	0.937	0.914	1.587	1.26	0.886	0.853
35	False	0.888	0.942	0.937	0.914	1.573	1.254	0.885	0.853
36	False	0.881	0.938	0.938	0.915	1.589	1.261	0.887	0.853
37	True	0.875	0.935	0.938	0.915	1.593	1.262	0.884	0.85
